0,0,1,1000
0,1,1,1000
0,2,1,1000
0,3,1,1000
0,4,1,1000
0,5,1,1000
0,6,1,1000
0,7,1,1000
0,8,1,1000
0,9,1,1000
0,10,1,1000
0,11,1,1000
0,12,1,1000
0,13,1,1000
0,14,1,1000
0,15,1,1000
0,16,1,1000
0,17,1,1000
0,18,1,1000
0,19,1,1000
0,20,1,1000
0,21,1,1000
0,22,1,1000
0,23,1,1000
0,24,1,1000
0,25,1,1000
0,26,1,1000
0,27,1,1000
0,28,1,1000
0,29,1,1000
1,0,1,1000
1,26,1,1000
1,27,1,1000
1,30,1,1000
1,31,1,1000
1,32,1,1000
1,33,1,1000
1,34,1,1000
1,35,1,1000
1,36,1,1000
1,37,1,1000
1,38,1,1000
1,39,1,1000
1,40,1,1000
1,41,1,1000
1,42,1,1000
1,43,1,1000
1,44,1,1000
1,45,1,1000
1,46,1,1000
1,47,1,1000
1,48,1,1000
1,49,1,1000
1,50,1,1000
1,51,1,1000
1,52,1,1000
1,53,1,1000
1,54,1,1000
1,55,1,1000
1,56,1,1000
2,45,1,1000
2,57,1,1000
2,58,1,1000
2,59,1,1000
2,60,1,1000
2,61,1,1000
2,62,1,1000
2,63,1,1000
2,64,1,1000
2,65,1,1000
2,66,1,1000
2,67,1,1000
2,68,1,1000
2,69,1,1000
2,70,1,1000
2,71,1,1000
2,72,1,1000
2,73,1,1000
2,74,1,1000
2,75,1,1000
2,76,1,1000
2,77,1,1000
2,78,1,1000
2,79,1,1000
3,0,1,1000
3,5,1,1000
3,12,1,1000
3,14,1,1000
3,55,1,1000
3,63,1,1000
3,80,1,1000
3,81,1,1000
3,82,1,1000
3,83,1,1000
3,84,1,1000
3,85,1,1000
3,86,1,1000
3,87,1,1000
3,88,1,1000
3,89,1,1000
3,90,1,1000
3,91,1,1000
3,92,1,1000
3,93,1,1000
3,94,1,1000
3,95,1,1000
3,96,1,1000
3,97,1,1000
3,98,1,1000
3,99,1,1000
3,100,1,1000
3,101,1,1000
3,102,1,1000
3,103,1,1000
3,104,1,1000
4,69,1,1000
4,105,1,1000
4,106,1,1000
4,107,1,1000
4,108,1,1000
4,12,1,1000
4,109,1,1000
4,110,1,1000
4,111,1,1000
5,96,1,1000
5,97,1,1000
5,41,1,1000
5,11,1,1000
5,12,1,1000
5,112,1,1000
5,113,1,1000
5,114,1,1000
5,115,1,1000
5,116,1,1000
5,117,1,1000
5,50,1,1000
5,118,1,1000
5,119,1,1000
5,27,1,1000
5,94,1,1000
5,31,1,1000
6,0,1,1000
6,128,1,1000
6,129,1,1000
6,130,1,1000
6,131,1,1000
6,132,1,1000
6,133,1,1000
6,134,1,1000
6,135,1,1000
6,136,1,1000
6,137,1,1000
6,138,1,1000
6,139,1,1000
6,140,1,1000
6,14,1,1000
6,141,1,1000
6,142,1,1000
6,17,1,1000
6,143,1,1000
6,12,1,1000
6,22,1,1000
6,41,1,1000
6,48,1,1000
6,61,1,1000
6,119,1,1000
6,120,1,1000
6,121,1,1000
6,122,1,1000
6,123,1,1000
6,124,1,1000
6,125,1,1000
6,126,1,1000
6,127,1,1000
7,0,1,1000
7,153,1,1000
7,12,1,1000
7,144,1,1000
7,145,1,1000
7,146,1,1000
7,147,1,1000
7,148,1,1000
7,149,1,1000
7,150,1,1000
7,151,1,1000
7,152,1,1000
7,50,1,1000
7,26,1,1000
8,160,1,1000
8,161,1,1000
8,162,1,1000
8,163,1,1000
8,41,1,1000
8,12,1,1000
8,154,1,1000
8,155,1,1000
8,156,1,1000
8,157,1,1000
8,158,1,1000
8,159,1,1000
9,164,1,1000
9,165,1,1000
9,166,1,1000
9,167,1,1000
9,168,1,1000
9,169,1,1000
9,170,1,1000
9,171,1,1000
9,172,1,1000
9,173,1,1000
9,174,1,1000
9,175,1,1000
9,176,1,1000
9,177,1,1000
9,178,1,1000
9,179,1,1000
9,180,1,1000
10,0,1,1000
10,97,1,1000
10,185,1,1000
10,186,1,1000
10,12,1,1000
10,50,1,1000
10,149,1,1000
10,182,1,1000
10,181,1,1000
10,184,1,1000
10,183,1,1000
10,26,1,1000
10,187,1,1000
10,188,1,1000
11,192,1,1000
11,193,1,1000
11,194,1,1000
11,195,1,1000
11,196,1,1000
11,197,1,1000
11,72,1,1000
11,12,1,1000
11,189,1,1000
11,190,1,1000
11,191,1,1000
12,198,1,1000
12,199,1,1000
12,200,1,1000
12,201,1,1000
12,202,1,1000
12,203,1,1000
12,12,1,1000
12,204,1,1000
12,86,1,1000
12,27,1,1000
13,129,1,1000
13,12,1,1000
13,17,1,1000
13,40,1,1000
13,43,1,1000
13,205,1,1000
13,206,1,1000
13,207,1,1000
