,1,2,1.1,1000,0,10
4507,222,342.0,1.0,1000,,
4508,222,57.0,1.0,1000,,
4509,222,27.0,1.0,1000,,
4510,222,62.0,1.0,1000,,
4511,222,31.0,1.0,1000,,
4512,223,2432.0,1.0,1000,,
4513,223,2433.0,1.0,1000,,
4514,223,2434.0,1.0,1000,,
4515,223,2435.0,1.0,1000,,
4516,223,2436.0,1.0,1000,,
4517,223,2437.0,1.0,1000,,
4518,223,2386.0,1.0,1000,,
4519,223,2387.0,1.0,1000,,
4520,223,2388.0,1.0,1000,,
4521,223,2389.0,1.0,1000,,
4522,223,2390.0,1.0,1000,,
4523,223,2391.0,1.0,1000,,
4524,223,2392.0,1.0,1000,,
4525,223,2393.0,1.0,1000,,
4526,223,2394.0,1.0,1000,,
4527,223,2395.0,1.0,1000,,
4528,223,2396.0,1.0,1000,,
4529,223,2397.0,1.0,1000,,
4530,223,2398.0,1.0,1000,,
4531,223,2399.0,1.0,1000,,
4532,223,2400.0,1.0,1000,,
4533,223,2401.0,1.0,1000,,
4534,223,2402.0,1.0,1000,,
4535,223,2403.0,1.0,1000,,
4536,223,2404.0,1.0,1000,,
4537,223,2405.0,1.0,1000,,
4538,223,2406.0,1.0,1000,,
4539,223,2407.0,1.0,1000,,
4540,223,2408.0,1.0,1000,,
4541,223,2409.0,1.0,1000,,
4542,223,2410.0,1.0,1000,,
4543,223,2411.0,1.0,1000,,
4544,223,2412.0,1.0,1000,,
4545,223,2413.0,1.0,1000,,
4546,223,2414.0,1.0,1000,,
4547,223,2415.0,1.0,1000,,
4548,223,2416.0,1.0,1000,,
4549,223,2417.0,1.0,1000,,
4550,223,2418.0,1.0,1000,,
4551,223,2419.0,1.0,1000,,
4552,223,2420.0,1.0,1000,,
4553,223,2421.0,1.0,1000,,
4554,223,2422.0,1.0,1000,,
4555,223,2423.0,1.0,1000,,
4556,223,2424.0,1.0,1000,,
4557,223,2425.0,1.0,1000,,
4558,223,2426.0,1.0,1000,,
4559,223,2427.0,1.0,1000,,
4560,223,2428.0,1.0,1000,,
4561,223,2429.0,1.0,1000,,
4562,223,2430.0,1.0,1000,,
4563,223,2431.0,1.0,1000,,
4564,224,1281.0,1.0,1000,,
4565,224,1763.0,1.0,1000,,
4566,224,2243.0,1.0,1000,,
4567,224,2438.0,1.0,1000,,
4568,224,2439.0,1.0,1000,,
4569,224,1769.0,1.0,1000,,
4570,224,14.0,1.0,1000,,
4571,224,2256.0,1.0,1000,,
4572,224,2260.0,1.0,1000,,
4573,224,27.0,1.0,1000,,
4574,225,3.0,1.0,1000,,
4575,225,420.0,1.0,1000,,
4576,225,164.0,1.0,1000,,
4577,225,2440.0,1.0,1000,,
4578,225,8.0,1.0,1000,,
4579,225,2441.0,1.0,1000,,
4580,225,47.0,1.0,1000,,
4581,225,16.0,1.0,1000,,
4582,225,471.0,1.0,1000,,
4583,225,88.0,1.0,1000,,
4584,225,25.0,1.0,1000,,
4585,225,27.0,1.0,1000,,
4586,225,95.0,1.0,1000,,
4587,226,2208.0,1.0,1000,,
4588,226,2214.0,1.0,1000,,
4589,226,2442.0,1.0,1000,,
4590,226,2443.0,1.0,1000,,
4591,226,2444.0,1.0,1000,,
4592,226,2445.0,1.0,1000,,
4593,226,2446.0,1.0,1000,,
4594,226,2447.0,1.0,1000,,
4595,226,1611.0,1.0,1000,,
4596,226,2448.0,1.0,1000,,
4597,226,2220.0,1.0,1000,,
4598,226,2222.0,1.0,1000,,
4599,226,149.0,1.0,1000,,
4600,226,27.0,1.0,1000,,
4601,227,2.0,1.0,1000,,
4602,227,67.0,1.0,1000,,
4603,227,38.0,1.0,1000,,
4604,227,41.0,1.0,1000,,
4605,227,42.0,1.0,1000,,
4606,227,43.0,1.0,1000,,
4607,227,2449.0,1.0,1000,,
4608,227,2450.0,1.0,1000,,
4609,227,27.0,1.0,1000,,
4610,227,62.0,1.0,1000,,
4611,228,320.0,1.0,1000,,
4612,228,163.0,1.0,1000,,
4613,228,166.0,1.0,1000,,
4614,228,168.0,1.0,1000,,
4615,228,14.0,1.0,1000,,
4616,228,1199.0,1.0,1000,,
4617,228,48.0,1.0,1000,,
4618,228,207.0,1.0,1000,,
4619,228,210.0,1.0,1000,,
4620,228,2451.0,1.0,1000,,
4621,228,2452.0,1.0,1000,,
4622,228,2453.0,1.0,1000,,
4623,228,211.0,1.0,1000,,
4624,228,27.0,1.0,1000,,
4625,228,318.0,1.0,1000,,
4626,229,2144.0,1.0,1000,,
4627,229,67.0,1.0,1000,,
4628,229,132.0,1.0,1000,,
4629,229,8.0,1.0,1000,,
4630,229,41.0,1.0,1000,,
4631,229,43.0,1.0,1000,,
4632,229,47.0,1.0,1000,,
4633,229,1968.0,1.0,1000,,
4634,229,724.0,1.0,1000,,
4635,229,2454.0,1.0,1000,,
4636,229,2455.0,1.0,1000,,
4637,229,27.0,1.0,1000,,
4638,229,31.0,1.0,1000,,
4639,231,34.0,1.0,1000,,
4640,231,134.0,1.0,1000,,
4641,231,8.0,1.0,1000,,
4642,231,41.0,1.0,1000,,
4643,231,43.0,1.0,1000,,
4644,231,57.0,1.0,1000,,
4645,231,27.0,1.0,1000,,
4646,231,62.0,1.0,1000,,
4647,231,31.0,1.0,1000,,
4648,232,134.0,1.0,1000,,
4649,232,2458.0,1.0,1000,,
4650,232,27.0,1.0,1000,,
4651,232,2460.0,1.0,1000,,
4652,232,2459.0,1.0,1000,,
4653,232,924.0,1.0,1000,,
4654,232,2461.0,1.0,1000,,
4655,232,32.0,1.0,1000,,
4656,232,2464.0,1.0,1000,,
4657,232,2462.0,1.0,1000,,
4658,232,2463.0,1.0,1000,,
4659,232,38.0,1.0,1000,,
4660,232,42.0,1.0,1000,,
4661,232,43.0,1.0,1000,,
4662,232,178.0,1.0,1000,,
4663,232,181.0,1.0,1000,,
4664,232,183.0,1.0,1000,,
4665,232,62.0,1.0,1000,,
4666,232,67.0,1.0,1000,,
4667,232,116.0,1.0,1000,,
4668,232,124.0,1.0,1000,,
4669,232,253.0,1.0,1000,,
4670,233,384.0,1.0,1000,,
4671,233,641.0,1.0,1000,,
4672,233,2466.0,1.0,1000,,
4673,233,2465.0,1.0,1000,,
4674,233,2467.0,1.0,1000,,
4675,233,1094.0,1.0,1000,,
4676,233,8.0,1.0,1000,,
4677,233,233.0,1.0,1000,,
4678,233,394.0,1.0,1000,,
4679,233,43.0,1.0,1000,,
4680,233,376.0,1.0,1000,,
4681,233,377.0,1.0,1000,,
4682,233,27.0,1.0,1000,,
4683,233,62.0,1.0,1000,,
4684,233,639.0,1.0,1000,,
4685,234,384.0,1.0,1000,,
4686,234,272.0,1.0,1000,,
4687,234,27.0,1.0,1000,,
4688,234,1949.0,1.0,1000,,
4689,234,1950.0,1.0,1000,,
4690,234,2468.0,1.0,1000,,
4691,234,2469.0,1.0,1000,,
4692,234,2470.0,1.0,1000,,
4693,234,2471.0,1.0,1000,,
4694,234,2472.0,1.0,1000,,
4695,234,2473.0,1.0,1000,,
4696,234,2474.0,1.0,1000,,
4697,234,2475.0,1.0,1000,,
4698,234,2476.0,1.0,1000,,
4699,234,2477.0,1.0,1000,,
4700,234,2478.0,1.0,1000,,
4701,234,2479.0,1.0,1000,,
4702,234,2480.0,1.0,1000,,
4703,234,2481.0,1.0,1000,,
4704,234,2482.0,1.0,1000,,
4705,234,2483.0,1.0,1000,,
4706,234,2484.0,1.0,1000,,
4707,234,2485.0,1.0,1000,,
4708,234,2486.0,1.0,1000,,
4709,234,190.0,1.0,1000,,
4710,234,71.0,1.0,1000,,
4711,234,199.0,1.0,1000,,
4712,234,1740.0,1.0,1000,,
4713,234,168.0,1.0,1000,,
4714,234,340.0,1.0,1000,,
4715,234,596.0,1.0,1000,,
4716,235,384.0,1.0,1000,,
4717,235,132.0,1.0,1000,,
4718,235,134.0,1.0,1000,,
4719,235,8.0,1.0,1000,,
4720,235,398.0,1.0,1000,,
4721,235,2454.0,1.0,1000,,
4722,235,27.0,1.0,1000,,
4723,235,42.0,1.0,1000,,
4724,235,43.0,1.0,1000,,
4725,235,2478.0,1.0,1000,,
4726,235,2487.0,1.0,1000,,
4727,235,2488.0,1.0,1000,,
4728,235,1094.0,1.0,1000,,
4729,235,199.0,1.0,1000,,
4730,235,71.0,1.0,1000,,
4731,235,345.0,1.0,1000,,
4732,235,871.0,1.0,1000,,
4733,235,376.0,1.0,1000,,
4734,235,377.0,1.0,1000,,
4735,235,254.0,1.0,1000,,
4736,235,255.0,1.0,1000,,
4737,237,67.0,1.0,1000,,
4738,237,132.0,1.0,1000,,
4739,237,8.0,1.0,1000,,
4740,237,41.0,1.0,1000,,
4741,237,43.0,1.0,1000,,
4742,237,31.0,1.0,1000,,
4743,237,178.0,1.0,1000,,
4744,237,116.0,1.0,1000,,
4745,237,181.0,1.0,1000,,
4746,237,2493.0,1.0,1000,,
4747,237,62.0,1.0,1000,,
4748,237,2492.0,1.0,1000,,
4749,237,27.0,1.0,1000,,
4750,237,124.0,1.0,1000,,
4751,237,1597.0,1.0,1000,,
4752,237,126.0,1.0,1000,,
4753,237,127.0,1.0,1000,,
4754,238,2495.0,1.0,1000,,
4755,238,394.0,1.0,1000,,
4756,238,27.0,1.0,1000,,
4757,238,1968.0,1.0,1000,,
4758,238,2364.0,1.0,1000,,
4759,238,2494.0,1.0,1000,,
4760,238,190.0,1.0,1000,,
4761,238,2496.0,1.0,1000,,
4762,238,2497.0,1.0,1000,,
4763,238,2498.0,1.0,1000,,
4764,238,2368.0,1.0,1000,,
4765,238,2499.0,1.0,1000,,
4766,238,2500.0,1.0,1000,,
4767,238,2501.0,1.0,1000,,
4768,238,199.0,1.0,1000,,
4769,238,1094.0,1.0,1000,,
4770,238,2144.0,1.0,1000,,
4771,238,2154.0,1.0,1000,,
4772,238,376.0,1.0,1000,,
4773,238,377.0,1.0,1000,,
4774,239,2497.0,1.0,1000,,
4775,239,2501.0,1.0,1000,,
4776,239,2502.0,1.0,1000,,
4777,239,2503.0,1.0,1000,,
4778,239,2504.0,1.0,1000,,
4779,239,41.0,1.0,1000,,
4780,239,2505.0,1.0,1000,,
4781,239,43.0,1.0,1000,,
4782,239,2298.0,1.0,1000,,
4783,239,1435.0,1.0,1000,,
4784,240,2496.0,1.0,1000,,
4785,240,2497.0,1.0,1000,,
4786,240,2498.0,1.0,1000,,
4787,240,2499.0,1.0,1000,,
4788,240,2506.0,1.0,1000,,
4789,240,2507.0,1.0,1000,,
4790,240,2508.0,1.0,1000,,
4791,240,2509.0,1.0,1000,,
4792,240,2510.0,1.0,1000,,
4793,240,2511.0,1.0,1000,,
4794,240,2494.0,1.0,1000,,
4795,240,2495.0,1.0,1000,,
4796,242,1408.0,1.0,1000,,
4797,242,1025.0,1.0,1000,,
4798,242,1410.0,1.0,1000,,
4799,242,269.0,1.0,1000,,
4800,242,27.0,1.0,1000,,
4801,242,166.0,1.0,1000,,
4802,242,551.0,1.0,1000,,
4803,242,168.0,1.0,1000,,
4804,242,553.0,1.0,1000,,
4805,242,814.0,1.0,1000,,
4806,242,193.0,1.0,1000,,
4807,242,976.0,1.0,1000,,
4808,242,209.0,1.0,1000,,
4809,242,978.0,1.0,1000,,
4810,242,2522.0,1.0,1000,,
4811,242,2523.0,1.0,1000,,
4812,242,860.0,1.0,1000,,
4813,242,753.0,1.0,1000,,
4814,242,1149.0,1.0,1000,,
4815,243,1831.0,1.0,1000,,
4816,243,2344.0,1.0,1000,,
4817,243,14.0,1.0,1000,,
4818,243,1528.0,1.0,1000,,
4819,243,25.0,1.0,1000,,
4820,243,27.0,1.0,1000,,
4821,243,2524.0,1.0,1000,,
4822,243,2525.0,1.0,1000,,
4823,243,2526.0,1.0,1000,,
4824,244,2528.0,1.0,1000,,
4825,244,2529.0,1.0,1000,,
4826,244,2530.0,1.0,1000,,
4827,244,2531.0,1.0,1000,,
4828,244,2532.0,1.0,1000,,
4829,244,2533.0,1.0,1000,,
4830,244,270.0,1.0,1000,,
4831,244,946.0,1.0,1000,,
4832,244,2527.0,1.0,1000,,
4833,246,193.0,1.0,1000,,
4834,246,2.0,1.0,1000,,
4835,246,1445.0,1.0,1000,,
4836,246,1446.0,1.0,1000,,
4837,246,2535.0,1.0,1000,,
4838,246,2536.0,1.0,1000,,
4839,246,2537.0,1.0,1000,,
4840,246,2538.0,1.0,1000,,
4841,246,2539.0,1.0,1000,,
4842,246,2540.0,1.0,1000,,
4843,246,170.0,1.0,1000,,
4844,246,2541.0,1.0,1000,,
4845,246,782.0,1.0,1000,,
4846,246,14.0,1.0,1000,,
4847,246,2542.0,1.0,1000,,
4848,246,27.0,1.0,1000,,
4849,246,1374.0,1.0,1000,,
4850,247,198.0,1.0,1000,,
4851,247,1766.0,1.0,1000,,
4852,247,679.0,1.0,1000,,
4853,247,2543.0,1.0,1000,,
4854,247,2544.0,1.0,1000,,
4855,247,2545.0,1.0,1000,,
4856,247,2546.0,1.0,1000,,
4857,247,2547.0,1.0,1000,,
4858,247,27.0,1.0,1000,,
4859,249,353.0,1.0,1000,,
4860,249,2562.0,1.0,1000,,
4861,249,2561.0,1.0,1000,,
4862,249,14.0,1.0,1000,,
4863,249,880.0,1.0,1000,,
4864,249,48.0,1.0,1000,,
4865,249,25.0,1.0,1000,,
4866,249,27.0,1.0,1000,,
4867,250,2563.0,1.0,1000,,
4868,250,67.0,1.0,1000,,
4869,250,134.0,1.0,1000,,
4870,250,41.0,1.0,1000,,
4871,250,42.0,1.0,1000,,
4872,250,43.0,1.0,1000,,
4873,250,786.0,1.0,1000,,
4874,250,180.0,1.0,1000,,
4875,250,27.0,1.0,1000,,
4876,250,62.0,1.0,1000,,
4877,251,355.0,1.0,1000,,
4878,251,2564.0,1.0,1000,,
4879,251,2565.0,1.0,1000,,
4880,251,2566.0,1.0,1000,,
4881,251,2567.0,1.0,1000,,
4882,251,2568.0,1.0,1000,,
4883,251,1801.0,1.0,1000,,
4884,251,1385.0,1.0,1000,,
4885,251,46.0,1.0,1000,,
4886,251,367.0,1.0,1000,,
4887,251,186.0,1.0,1000,,
4888,251,27.0,1.0,1000,,
4889,252,2.0,1.0,1000,,
4890,252,7.0,1.0,1000,,
4891,252,1288.0,1.0,1000,,
4892,252,2569.0,1.0,1000,,
4893,252,2570.0,1.0,1000,,
4894,252,2571.0,1.0,1000,,
4895,252,2572.0,1.0,1000,,
4896,252,2573.0,1.0,1000,,
4897,252,2574.0,1.0,1000,,
4898,252,2575.0,1.0,1000,,
4899,252,1296.0,1.0,1000,,
4900,252,1297.0,1.0,1000,,
4901,252,2576.0,1.0,1000,,
4902,252,2577.0,1.0,1000,,
4903,252,2578.0,1.0,1000,,
4904,252,2579.0,1.0,1000,,
4905,252,2580.0,1.0,1000,,
4906,252,2581.0,1.0,1000,,
4907,252,2582.0,1.0,1000,,
4908,252,25.0,1.0,1000,,
4909,252,2583.0,1.0,1000,,
4910,252,27.0,1.0,1000,,
4911,252,2584.0,1.0,1000,,
4912,252,2585.0,1.0,1000,,
4913,252,2586.0,1.0,1000,,
4914,252,2587.0,1.0,1000,,
4915,252,2588.0,1.0,1000,,
4916,252,2589.0,1.0,1000,,
4917,252,2590.0,1.0,1000,,
4918,252,2591.0,1.0,1000,,
4919,252,2592.0,1.0,1000,,
4920,252,2593.0,1.0,1000,,
4921,252,2594.0,1.0,1000,,
4922,252,2595.0,1.0,1000,,
4923,252,2596.0,1.0,1000,,
4924,252,2597.0,1.0,1000,,
4925,252,2598.0,1.0,1000,,
4926,252,2599.0,1.0,1000,,
4927,252,172.0,1.0,1000,,
4928,252,2600.0,1.0,1000,,
4929,252,1454.0,1.0,1000,,
4930,252,2601.0,1.0,1000,,
4931,252,48.0,1.0,1000,,
4932,252,1203.0,1.0,1000,,
4933,252,1592.0,1.0,1000,,
4934,252,187.0,1.0,1000,,
4935,252,155.0,1.0,1000,,
4936,252,14.0,1.0,1000,,
4937,252,780.0,1.0,1000,,
4938,252,1374.0,1.0,1000,,
4939,252,1292.0,1.0,1000,,
4940,252,1021.0,1.0,1000,,
4941,252,767.0,1.0,1000,,
4942,253,2602.0,1.0,1000,,
4943,253,43.0,1.0,1000,,
4944,253,2603.0,1.0,1000,,
4945,253,2604.0,1.0,1000,,
4946,253,42.0,1.0,1000,,
4947,253,2605.0,1.0,1000,,
4948,253,2606.0,1.0,1000,,
4949,253,27.0,1.0,1000,,
4950,253,62.0,1.0,1000,,
4951,253,1087.0,1.0,1000,,
4952,254,2.0,1.0,1000,,
4953,254,3.0,1.0,1000,,
4954,254,272.0,1.0,1000,,
4955,254,16.0,1.0,1000,,
4956,254,17.0,1.0,1000,,
4957,254,23.0,1.0,1000,,
4958,254,25.0,1.0,1000,,
4959,254,27.0,1.0,1000,,
4960,254,43.0,1.0,1000,,
4961,254,46.0,1.0,1000,,
4962,254,2607.0,1.0,1000,,
4963,254,2608.0,1.0,1000,,
4964,254,2609.0,1.0,1000,,
4965,254,2610.0,1.0,1000,,
4966,254,2355.0,1.0,1000,,
4967,254,2611.0,1.0,1000,,
4968,254,2612.0,1.0,1000,,
4969,254,2613.0,1.0,1000,,
4970,254,2614.0,1.0,1000,,
4971,254,177.0,1.0,1000,,
4972,254,598.0,1.0,1000,,
4973,254,361.0,1.0,1000,,
4974,254,1779.0,1.0,1000,,
4975,256,2.0,1.0,1000,,
4976,256,3.0,1.0,1000,,
4977,256,138.0,1.0,1000,,
4978,256,14.0,1.0,1000,,
4979,256,17.0,1.0,1000,,
4980,256,24.0,1.0,1000,,
4981,256,25.0,1.0,1000,,
4982,256,27.0,1.0,1000,,
4983,256,156.0,1.0,1000,,
4984,256,163.0,1.0,1000,,
4985,256,550.0,1.0,1000,,
4986,256,46.0,1.0,1000,,
4987,256,48.0,1.0,1000,,
4988,256,700.0,1.0,1000,,
4989,256,2621.0,1.0,1000,,
4990,256,2622.0,1.0,1000,,
4991,256,2623.0,1.0,1000,,
4992,256,1746.0,1.0,1000,,
4993,256,597.0,1.0,1000,,
4994,256,1751.0,1.0,1000,,
4995,256,361.0,1.0,1000,,
4996,256,367.0,1.0,1000,,
4997,256,1525.0,1.0,1000,,
4998,256,1022.0,1.0,1000,,
4999,257,1666.0,1.0,1000,,
5000,257,1667.0,1.0,1000,,
5001,257,2313.0,1.0,1000,,
5002,257,265.0,1.0,1000,,
5003,257,1162.0,1.0,1000,,
5004,257,1035.0,1.0,1000,,
5005,257,27.0,1.0,1000,,
5006,257,291.0,1.0,1000,,
5007,257,1717.0,1.0,1000,,
5008,257,187.0,1.0,1000,,
5009,257,2624.0,1.0,1000,,
5010,257,1217.0,1.0,1000,,
5011,257,2625.0,1.0,1000,,
5012,257,2626.0,1.0,1000,,
5013,257,2627.0,1.0,1000,,
5014,257,2628.0,1.0,1000,,
5015,257,2629.0,1.0,1000,,
5016,257,1607.0,1.0,1000,,
5017,257,2630.0,1.0,1000,,
5018,257,1610.0,1.0,1000,,
5019,257,1612.0,1.0,1000,,
5020,257,1229.0,1.0,1000,,
5021,257,1874.0,1.0,1000,,
5022,257,1383.0,1.0,1000,,
5023,257,1385.0,1.0,1000,,
5024,257,1003.0,1.0,1000,,
5025,258,162.0,1.0,1000,,
5026,258,1413.0,1.0,1000,,
5027,258,166.0,1.0,1000,,
5028,258,2631.0,1.0,1000,,
5029,258,2632.0,1.0,1000,,
5030,258,2633.0,1.0,1000,,
5031,258,2634.0,1.0,1000,,
5032,258,2635.0,1.0,1000,,
5033,258,168.0,1.0,1000,,
5034,258,170.0,1.0,1000,,
5035,258,238.0,1.0,1000,,
5036,258,2636.0,1.0,1000,,
5037,258,2637.0,1.0,1000,,
5038,258,878.0,1.0,1000,,
5039,258,2638.0,1.0,1000,,
5040,258,923.0,1.0,1000,,
5041,259,96.0,1.0,1000,,
5042,259,99.0,1.0,1000,,
5043,259,197.0,1.0,1000,,
5044,259,5.0,1.0,1000,,
5045,259,167.0,1.0,1000,,
5046,259,422.0,1.0,1000,,
5047,259,362.0,1.0,1000,,
5048,259,554.0,1.0,1000,,
5049,259,44.0,1.0,1000,,
5050,259,271.0,1.0,1000,,
5051,259,89.0,1.0,1000,,
5052,260,96.0,1.0,1000,,
5053,260,97.0,1.0,1000,,
5054,260,197.0,1.0,1000,,
5055,260,8.0,1.0,1000,,
5056,260,362.0,1.0,1000,,
5057,260,91.0,1.0,1000,,
5058,260,44.0,1.0,1000,,
5059,260,49.0,1.0,1000,,
5060,260,436.0,1.0,1000,,
5061,260,89.0,1.0,1000,,
5062,260,27.0,1.0,1000,,
5063,262,2659.0,1.0,1000,,
5064,262,132.0,1.0,1000,,
5065,262,2660.0,1.0,1000,,
5066,262,2661.0,1.0,1000,,
5067,262,2662.0,1.0,1000,,
5068,262,67.0,1.0,1000,,
5069,262,41.0,1.0,1000,,
5070,262,229.0,1.0,1000,,
5071,262,43.0,1.0,1000,,
5072,262,237.0,1.0,1000,,
5073,262,27.0,1.0,1000,,
5074,262,253.0,1.0,1000,,
5075,262,62.0,1.0,1000,,
5076,263,67.0,1.0,1000,,
5077,263,229.0,1.0,1000,,
5078,263,38.0,1.0,1000,,
5079,263,2663.0,1.0,1000,,
5080,263,41.0,1.0,1000,,
5081,263,42.0,1.0,1000,,
5082,263,43.0,1.0,1000,,
5083,263,687.0,1.0,1000,,
5084,263,27.0,1.0,1000,,
5085,263,62.0,1.0,1000,,
5086,264,132.0,1.0,1000,,
5087,264,2663.0,1.0,1000,,
5088,264,43.0,1.0,1000,,
5089,264,31.0,1.0,1000,,
5090,264,116.0,1.0,1000,,
5091,264,181.0,1.0,1000,,
5092,264,62.0,1.0,1000,,
5093,264,345.0,1.0,1000,,
5094,264,27.0,1.0,1000,,
5095,264,124.0,1.0,1000,,
5096,264,126.0,1.0,1000,,
5097,264,127.0,1.0,1000,,
5098,265,3.0,1.0,1000,,
5099,265,2566.0,1.0,1000,,
5100,265,7.0,1.0,1000,,
5101,265,2568.0,1.0,1000,,
5102,265,14.0,1.0,1000,,
5103,265,16.0,1.0,1000,,
5104,265,530.0,1.0,1000,,
5105,265,24.0,1.0,1000,,
5106,265,25.0,1.0,1000,,
5107,265,27.0,1.0,1000,,
5108,265,1566.0,1.0,1000,,
5109,265,550.0,1.0,1000,,
5110,265,46.0,1.0,1000,,
5111,265,48.0,1.0,1000,,
5112,265,2621.0,1.0,1000,,
5113,265,84.0,1.0,1000,,
5114,265,88.0,1.0,1000,,
5115,265,600.0,1.0,1000,,
5116,265,91.0,1.0,1000,,
5117,265,96.0,1.0,1000,,
5118,265,2664.0,1.0,1000,,
5119,265,2665.0,1.0,1000,,
5120,265,2666.0,1.0,1000,,
5121,265,2667.0,1.0,1000,,
5122,265,2668.0,1.0,1000,,
5123,265,2669.0,1.0,1000,,
5124,265,2670.0,1.0,1000,,
5125,265,2671.0,1.0,1000,,
5126,265,2672.0,1.0,1000,,
5127,265,2673.0,1.0,1000,,
5128,265,2674.0,1.0,1000,,
5129,265,2675.0,1.0,1000,,
5130,265,2676.0,1.0,1000,,
5131,265,2677.0,1.0,1000,,
5132,265,2678.0,1.0,1000,,
5133,265,2679.0,1.0,1000,,
5134,265,2680.0,1.0,1000,,
5135,265,2681.0,1.0,1000,,
5136,265,2682.0,1.0,1000,,
5137,265,2683.0,1.0,1000,,
5138,265,2684.0,1.0,1000,,
5139,265,2685.0,1.0,1000,,
5140,265,2686.0,1.0,1000,,
5141,265,2687.0,1.0,1000,,
5142,265,2688.0,1.0,1000,,
5143,265,2689.0,1.0,1000,,
5144,265,2690.0,1.0,1000,,
5145,265,2691.0,1.0,1000,,
5146,265,2692.0,1.0,1000,,
5147,265,2693.0,1.0,1000,,
5148,265,2694.0,1.0,1000,,
5149,265,2695.0,1.0,1000,,
5150,265,2696.0,1.0,1000,,
5151,265,2697.0,1.0,1000,,
5152,265,2698.0,1.0,1000,,
5153,265,2699.0,1.0,1000,,
5154,265,2700.0,1.0,1000,,
5155,265,2701.0,1.0,1000,,
5156,265,2702.0,1.0,1000,,
5157,265,2703.0,1.0,1000,,
5158,265,2704.0,1.0,1000,,
5159,265,2705.0,1.0,1000,,
5160,265,2706.0,1.0,1000,,
5161,265,2707.0,1.0,1000,,
5162,265,2708.0,1.0,1000,,
5163,265,2709.0,1.0,1000,,
5164,265,2710.0,1.0,1000,,
5165,265,2711.0,1.0,1000,,
5166,265,2712.0,1.0,1000,,
5167,265,2713.0,1.0,1000,,
5168,265,2714.0,1.0,1000,,
5169,265,2715.0,1.0,1000,,
5170,265,2716.0,1.0,1000,,
5171,265,2717.0,1.0,1000,,
5172,265,2718.0,1.0,1000,,
5173,265,2719.0,1.0,1000,,
5174,265,2720.0,1.0,1000,,
5175,265,2721.0,1.0,1000,,
5176,265,2722.0,1.0,1000,,
5177,265,2723.0,1.0,1000,,
5178,265,2724.0,1.0,1000,,
5179,265,2725.0,1.0,1000,,
5180,265,2726.0,1.0,1000,,
5181,265,2727.0,1.0,1000,,
5182,265,2728.0,1.0,1000,,
5183,265,2729.0,1.0,1000,,
5184,265,2730.0,1.0,1000,,
5185,265,172.0,1.0,1000,,
5186,265,1203.0,1.0,1000,,
5187,265,2239.0,1.0,1000,,
5188,265,199.0,1.0,1000,,
5189,265,1782.0,1.0,1000,,
5190,265,767.0,1.0,1000,,
5191,265,2313.0,1.0,1000,,
5192,265,780.0,1.0,1000,,
5193,265,666.0,1.0,1000,,
5194,265,1313.0,1.0,1000,,
5195,265,356.0,1.0,1000,,
5196,265,361.0,1.0,1000,,
5197,265,367.0,1.0,1000,,
5198,265,372.0,1.0,1000,,
5199,265,909.0,1.0,1000,,
5200,265,912.0,1.0,1000,,
5201,265,934.0,1.0,1000,,
5202,265,935.0,1.0,1000,,
5203,265,432.0,1.0,1000,,
5204,265,1489.0,1.0,1000,,
5205,265,484.0,1.0,1000,,
5206,265,1023.0,1.0,1000,,
5207,266,1025.0,1.0,1000,,
5208,266,2050.0,1.0,1000,,
5209,266,1154.0,1.0,1000,,
5210,266,2692.0,1.0,1000,,
5211,266,7.0,1.0,1000,,
5212,266,2696.0,1.0,1000,,
5213,266,2313.0,1.0,1000,,
5214,266,780.0,1.0,1000,,
5215,266,909.0,1.0,1000,,
5216,266,14.0,1.0,1000,,
5217,266,2319.0,1.0,1000,,
5218,266,912.0,1.0,1000,,
5219,266,25.0,1.0,1000,,
5220,266,27.0,1.0,1000,,
5221,266,158.0,1.0,1000,,
5222,266,2720.0,1.0,1000,,
5223,266,933.0,1.0,1000,,
5224,266,550.0,1.0,1000,,
5225,266,2727.0,1.0,1000,,
5226,266,2731.0,1.0,1000,,
5227,266,2732.0,1.0,1000,,
5228,266,2733.0,1.0,1000,,
5229,266,2734.0,1.0,1000,,
5230,266,2735.0,1.0,1000,,
5231,266,2736.0,1.0,1000,,
5232,266,1969.0,1.0,1000,,
5233,266,2737.0,1.0,1000,,
5234,266,563.0,1.0,1000,,
5235,266,2738.0,1.0,1000,,
5236,266,2739.0,1.0,1000,,
5237,266,2740.0,1.0,1000,,
5238,266,48.0,1.0,1000,,
5239,266,2741.0,1.0,1000,,
5240,266,2742.0,1.0,1000,,
5241,266,2743.0,1.0,1000,,
5242,266,2744.0,1.0,1000,,
5243,266,2745.0,1.0,1000,,
5244,266,1339.0,1.0,1000,,
5245,266,2746.0,1.0,1000,,
5246,266,2621.0,1.0,1000,,
5247,266,2747.0,1.0,1000,,
5248,266,2748.0,1.0,1000,,
5249,266,2749.0,1.0,1000,,
5250,266,2750.0,1.0,1000,,
5251,266,2751.0,1.0,1000,,
5252,266,2752.0,1.0,1000,,
5253,266,2753.0,1.0,1000,,
5254,266,2754.0,1.0,1000,,
5255,266,2755.0,1.0,1000,,
5256,266,2756.0,1.0,1000,,
5257,266,2757.0,1.0,1000,,
5258,266,2758.0,1.0,1000,,
5259,266,2759.0,1.0,1000,,
