,0,1,1.1,1000,0.1
367,22,338,1.0,1000,
368,22,339,1.0,1000,
369,22,340,1.0,1000,
370,22,341,1.0,1000,
371,22,342,1.0,1000,
372,22,344,1.0,1000,
373,22,345,1.0,1000,
374,22,346,1.0,1000,
375,22,347,1.0,1000,
376,22,349,1.0,1000,
377,22,6,1.0,1000,
378,22,350,1.0,1000,
379,23,351,1.0,1000,
380,23,314,1.0,1000,
381,23,200,1.0,1000,
382,23,233,1.0,1000,
383,23,352,1.0,1000,
384,23,137,1.0,1000,
385,23,353,1.0,1000,
386,23,354,1.0,1000,
387,23,355,1.0,1000,
388,23,356,1.0,1000,
389,23,357,1.0,1000,
390,23,358,1.0,1000,
391,23,253,1.0,1000,
392,23,359,1.0,1000,
393,23,360,1.0,1000,
394,23,361,1.0,1000,
395,23,363,1.0,1000,
396,23,364,1.0,1000,
397,23,6,1.0,1000,
398,23,366,1.0,1000,
399,24,367,1.0,1000,
400,24,368,1.0,1000,
401,24,84,1.0,1000,
402,24,369,1.0,1000,
403,24,14,1.0,1000,
404,24,370,1.0,1000,
405,24,92,1.0,1000,
406,24,371,1.0,1000,
407,24,372,1.0,1000,
408,24,373,1.0,1000,
409,24,374,1.0,1000,
410,24,375,1.0,1000,
411,24,376,1.0,1000,
412,24,378,1.0,1000,
413,24,379,1.0,1000,
414,24,380,1.0,1000,
415,24,228,1.0,1000,
416,24,382,1.0,1000,
417,24,295,1.0,1000,
418,24,383,1.0,1000,
419,24,6,1.0,1000,
420,24,384,1.0,1000,
421,25,385,1.0,1000,
422,25,387,1.0,1000,
423,25,388,1.0,1000,
424,25,389,1.0,1000,
425,25,390,1.0,1000,
426,25,391,1.0,1000,
427,25,392,1.0,1000,
428,25,393,1.0,1000,
429,25,394,1.0,1000,
430,25,169,1.0,1000,
431,25,395,1.0,1000,
432,25,396,1.0,1000,
433,25,149,1.0,1000,
434,25,397,1.0,1000,
435,25,398,1.0,1000,
436,25,399,1.0,1000,
437,25,400,1.0,1000,
438,25,31,1.0,1000,
439,25,32,1.0,1000,
440,25,401,1.0,1000,
441,25,403,1.0,1000,
442,25,33,1.0,1000,
443,25,17,1.0,1000,
444,25,404,1.0,1000,
445,25,405,1.0,1000,
446,25,406,1.0,1000,
447,25,6,1.0,1000,
448,25,407,1.0,1000,
449,25,168,1.0,1000,
450,26,25,1.0,1000,
451,26,27,1.0,1000,
452,26,78,1.0,1000,
453,26,385,1.0,1000,
454,26,409,1.0,1000,
455,26,112,1.0,1000,
456,26,15,1.0,1000,
457,26,402,1.0,1000,
458,26,17,1.0,1000,
459,26,411,1.0,1000,
460,26,6,1.0,1000,
461,27,83,1.0,1000,
462,27,144,1.0,1000,
463,27,85,1.0,1000,
464,27,86,1.0,1000,
465,27,87,1.0,1000,
466,28,415,1.0,1000,
467,28,78,1.0,1000,
468,28,416,1.0,1000,
469,28,31,1.0,1000,
470,28,15,1.0,1000,
471,28,417,1.0,1000,
472,28,418,1.0,1000,
473,28,419,1.0,1000,
474,28,168,1.0,1000,
475,29,82,1.0,1000,
476,29,83,1.0,1000,
477,29,422,1.0,1000,
478,29,423,1.0,1000,
479,29,424,1.0,1000,
480,29,86,1.0,1000,
481,29,87,1.0,1000,
482,29,425,1.0,1000,
483,29,426,1.0,1000,
484,30,428,1.0,1000,
485,30,429,1.0,1000,
486,30,430,1.0,1000,
487,30,164,1.0,1000,
488,30,431,1.0,1000,
489,30,21,1.0,1000,
490,30,356,1.0,1000,
491,30,432,1.0,1000,
492,30,433,1.0,1000,
493,30,434,1.0,1000,
494,30,435,1.0,1000,
495,30,436,1.0,1000,
496,30,437,1.0,1000,
497,30,192,1.0,1000,
498,30,438,1.0,1000,
499,30,439,1.0,1000,
500,30,440,1.0,1000,
501,30,441,1.0,1000,
502,30,115,1.0,1000,
503,30,442,1.0,1000,
504,30,443,1.0,1000,
505,30,197,1.0,1000,
506,30,444,1.0,1000,
507,30,445,1.0,1000,
508,30,201,1.0,1000,
509,30,446,1.0,1000,
510,30,447,1.0,1000,
511,30,448,1.0,1000,
512,30,449,1.0,1000,
513,30,345,1.0,1000,
514,30,450,1.0,1000,
515,30,451,1.0,1000,
516,30,452,1.0,1000,
517,30,453,1.0,1000,
518,30,454,1.0,1000,
519,30,64,1.0,1000,
520,30,455,1.0,1000,
521,30,456,1.0,1000,
522,30,457,1.0,1000,
523,30,7,1.0,1000,
524,30,459,1.0,1000,
525,30,460,1.0,1000,
526,30,220,1.0,1000,
527,30,461,1.0,1000,
528,30,462,1.0,1000,
529,30,425,1.0,1000,
530,30,463,1.0,1000,
531,30,464,1.0,1000,
532,30,465,1.0,1000,
533,30,466,1.0,1000,
534,30,228,1.0,1000,
535,30,6,1.0,1000,
536,30,467,1.0,1000,
537,30,468,1.0,1000,
538,30,127,1.0,1000,
539,30,469,1.0,1000,
540,30,470,1.0,1000,
541,30,471,1.0,1000,
542,30,472,1.0,1000,
543,30,473,1.0,1000,
544,30,121,1.0,1000,
545,30,14,1.0,1000,
546,30,474,1.0,1000,
547,30,94,1.0,1000,
548,30,475,1.0,1000,
549,30,476,1.0,1000,
550,30,477,1.0,1000,
551,30,124,1.0,1000,
552,30,478,1.0,1000,
553,30,479,1.0,1000,
554,30,480,1.0,1000,
555,30,82,1.0,1000,
556,30,481,1.0,1000,
557,30,250,1.0,1000,
558,30,482,1.0,1000,
559,30,427,1.0,1000,
560,30,483,1.0,1000,
561,30,484,1.0,1000,
562,30,154,1.0,1000,
563,30,485,1.0,1000,
564,30,486,1.0,1000,
565,30,487,1.0,1000,
566,30,488,1.0,1000,
567,30,489,1.0,1000,
568,30,490,1.0,1000,
569,30,491,1.0,1000,
570,30,492,1.0,1000,
571,30,493,1.0,1000,
572,30,494,1.0,1000,
573,30,190,1.0,1000,
574,30,136,1.0,1000,
575,30,495,1.0,1000,
576,30,117,1.0,1000,
577,30,496,1.0,1000,
578,30,497,1.0,1000,
579,30,498,1.0,1000,
580,30,499,1.0,1000,
581,30,500,1.0,1000,
582,30,501,1.0,1000,
583,30,502,1.0,1000,
584,30,503,1.0,1000,
585,30,504,1.0,1000,
586,30,505,1.0,1000,
587,30,116,1.0,1000,
588,30,506,1.0,1000,
589,30,507,1.0,1000,
590,30,508,1.0,1000,
591,30,509,1.0,1000,
592,30,510,1.0,1000,
593,30,511,1.0,1000,
594,30,24,1.0,1000,
595,30,512,1.0,1000,
596,30,513,1.0,1000,
597,30,514,1.0,1000,
598,30,51,1.0,1000,
599,30,515,1.0,1000,
600,30,516,1.0,1000,
601,30,517,1.0,1000,
602,30,518,1.0,1000,
603,30,519,1.0,1000,
604,30,520,1.0,1000,
605,30,294,1.0,1000,
606,30,522,1.0,1000,
607,30,523,1.0,1000,
608,30,524,1.0,1000,
609,30,525,1.0,1000,
610,30,526,1.0,1000,
611,30,527,1.0,1000,
612,30,285,1.0,1000,
613,30,528,1.0,1000,
614,30,529,1.0,1000,
615,30,530,1.0,1000,
616,30,531,1.0,1000,
617,30,532,1.0,1000,
618,30,63,1.0,1000,
619,30,533,1.0,1000,
620,30,534,1.0,1000,
621,30,89,1.0,1000,
622,30,153,1.0,1000,
623,30,535,1.0,1000,
624,30,241,1.0,1000,
625,30,246,1.0,1000,
626,30,536,1.0,1000,
627,30,537,1.0,1000,
628,30,247,1.0,1000,
629,30,538,1.0,1000,
630,30,539,1.0,1000,
631,30,540,1.0,1000,
632,30,3,1.0,1000,
633,30,541,1.0,1000,
634,30,542,1.0,1000,
635,30,543,1.0,1000,
636,30,544,1.0,1000,
637,30,545,1.0,1000,
638,30,91,1.0,1000,
639,30,546,1.0,1000,
640,31,547,1.0,1000,
641,31,228,1.0,1000,
642,31,85,1.0,1000,
643,31,525,1.0,1000,
644,31,121,1.0,1000,
645,32,549,1.0,1000,
646,32,550,1.0,1000,
647,32,552,1.0,1000,
648,32,553,1.0,1000,
649,32,554,1.0,1000,
650,32,556,1.0,1000,
651,33,557,1.0,1000,
652,33,560,1.0,1000,
653,33,562,1.0,1000,
654,33,563,1.0,1000,
655,33,138,1.0,1000,
656,33,208,1.0,1000,
657,33,564,1.0,1000,
658,33,92,1.0,1000,
659,33,6,1.0,1000,
660,33,565,1.0,1000,
661,33,566,1.0,1000,
662,34,567,1.0,1000,
663,34,568,1.0,1000,
664,34,569,1.0,1000,
665,34,570,1.0,1000,
666,34,239,1.0,1000,
667,34,571,1.0,1000,
668,34,573,1.0,1000,
669,35,10,1.0,1000,
670,35,574,1.0,1000,
671,35,575,1.0,1000,
672,35,576,1.0,1000,
673,35,577,1.0,1000,
674,35,578,1.0,1000,
675,35,34,1.0,1000,
676,35,579,1.0,1000,
677,35,6,1.0,1000,
678,36,581,1.0,1000,
679,36,491,1.0,1000,
680,36,449,1.0,1000,
681,36,6,1.0,1000,
682,36,163,1.0,1000,
683,36,436,1.0,1000,
684,36,198,1.0,1000,
685,37,583,1.0,1000,
686,37,584,1.0,1000,
687,37,585,1.0,1000,
688,37,586,1.0,1000,
689,37,587,1.0,1000,
690,37,588,1.0,1000,
691,37,589,1.0,1000,
692,37,590,1.0,1000,
693,37,429,1.0,1000,
694,37,591,1.0,1000,
695,37,431,1.0,1000,
696,37,592,1.0,1000,
697,37,593,1.0,1000,
698,37,92,1.0,1000,
699,37,595,1.0,1000,
700,37,596,1.0,1000,
701,37,597,1.0,1000,
702,37,598,1.0,1000,
703,37,599,1.0,1000,
704,37,600,1.0,1000,
705,37,601,1.0,1000,
706,37,529,1.0,1000,
707,37,602,1.0,1000,
708,37,603,1.0,1000,
709,37,604,1.0,1000,
710,37,605,1.0,1000,
711,37,606,1.0,1000,
712,37,607,1.0,1000,
713,37,148,1.0,1000,
714,37,6,1.0,1000,
715,37,414,1.0,1000,
716,37,532,1.0,1000,
717,37,608,1.0,1000,
718,37,609,1.0,1000,
719,37,610,1.0,1000,
720,37,611,1.0,1000,
721,37,612,1.0,1000,
722,37,613,1.0,1000,
723,37,190,1.0,1000,
724,37,86,1.0,1000,
725,37,614,1.0,1000,
726,37,436,1.0,1000,
727,37,616,1.0,1000,
728,37,468,1.0,1000,
729,37,617,1.0,1000,
730,37,618,1.0,1000,
731,37,144,1.0,1000,
732,37,619,1.0,1000,
733,37,620,1.0,1000,
734,37,621,1.0,1000,
735,37,622,1.0,1000,
736,37,623,1.0,1000,
737,37,624,1.0,1000,
738,37,282,1.0,1000,
739,37,117,1.0,1000,
740,37,63,1.0,1000,
741,37,625,1.0,1000,
742,37,259,1.0,1000,
743,37,469,1.0,1000,
744,37,626,1.0,1000,
745,37,627,1.0,1000,
746,37,628,1.0,1000,
747,37,161,1.0,1000,
748,37,629,1.0,1000,
749,37,630,1.0,1000,
750,37,85,1.0,1000,
751,37,631,1.0,1000,
752,37,632,1.0,1000,
753,37,87,1.0,1000,
754,37,633,1.0,1000,
755,37,16,1.0,1000,
756,37,634,1.0,1000,
757,37,635,1.0,1000,
758,37,636,1.0,1000,
759,37,637,1.0,1000,
760,37,638,1.0,1000,
761,37,115,1.0,1000,
762,37,126,1.0,1000,
763,37,349,1.0,1000,
764,37,639,1.0,1000,
765,37,640,1.0,1000,
766,37,198,1.0,1000,
767,37,641,1.0,1000,
768,37,83,1.0,1000,
769,37,642,1.0,1000,
770,37,444,1.0,1000,
771,37,156,1.0,1000,
772,37,643,1.0,1000,
773,37,644,1.0,1000,
774,37,121,1.0,1000,
775,37,645,1.0,1000,
776,37,646,1.0,1000,
777,37,246,1.0,1000,
778,37,245,1.0,1000,
779,37,88,1.0,1000,
780,37,446,1.0,1000,
781,37,647,1.0,1000,
782,37,648,1.0,1000,
783,37,649,1.0,1000,
784,37,650,1.0,1000,
785,37,651,1.0,1000,
786,37,128,1.0,1000,
787,37,93,1.0,1000,
788,37,94,1.0,1000,
789,37,116,1.0,1000,
790,37,652,1.0,1000,
791,37,653,1.0,1000,
792,37,654,1.0,1000,
793,37,655,1.0,1000,
794,37,449,1.0,1000,
795,37,345,1.0,1000,
796,37,450,1.0,1000,
797,37,248,1.0,1000,
798,37,656,1.0,1000,
799,37,657,1.0,1000,
800,37,511,1.0,1000,
801,37,658,1.0,1000,
802,37,364,1.0,1000,
803,37,659,1.0,1000,
804,37,660,1.0,1000,
805,37,661,1.0,1000,
806,37,662,1.0,1000,
807,37,663,1.0,1000,
808,37,664,1.0,1000,
809,37,82,1.0,1000,
810,37,665,1.0,1000,
811,37,666,1.0,1000,
812,37,84,1.0,1000,
813,37,120,1.0,1000,
814,37,667,1.0,1000,
815,37,668,1.0,1000,
816,37,669,1.0,1000,
817,37,670,1.0,1000,
818,37,214,1.0,1000,
819,37,51,1.0,1000,
820,37,671,1.0,1000,
821,37,672,1.0,1000,
822,37,673,1.0,1000,
823,37,674,1.0,1000,
824,37,675,1.0,1000,
825,37,676,1.0,1000,
826,37,455,1.0,1000,
827,37,677,1.0,1000,
828,37,678,1.0,1000,
829,37,122,1.0,1000,
830,37,679,1.0,1000,
831,37,7,1.0,1000,
832,37,680,1.0,1000,
833,37,681,1.0,1000,
834,37,682,1.0,1000,
835,37,683,1.0,1000,
836,37,90,1.0,1000,
837,37,684,1.0,1000,
838,37,294,1.0,1000,
839,38,685,1.0,1000,
840,38,686,1.0,1000,
841,38,687,1.0,1000,
842,38,688,1.0,1000,
843,38,429,1.0,1000,
844,38,689,1.0,1000,
845,38,690,1.0,1000,
846,38,691,1.0,1000,
847,38,692,1.0,1000,
848,38,693,1.0,1000,
849,38,491,1.0,1000,
850,38,695,1.0,1000,
851,38,696,1.0,1000,
852,38,697,1.0,1000,
853,38,698,1.0,1000,
854,38,699,1.0,1000,
855,38,700,1.0,1000,
856,38,701,1.0,1000,
857,38,702,1.0,1000,
858,38,703,1.0,1000,
859,38,704,1.0,1000,
860,38,705,1.0,1000,
861,38,706,1.0,1000,
862,38,707,1.0,1000,
863,38,708,1.0,1000,
864,38,709,1.0,1000,
865,38,710,1.0,1000,
866,38,711,1.0,1000,
867,38,712,1.0,1000,
868,38,713,1.0,1000,
869,38,714,1.0,1000,
870,38,715,1.0,1000,
871,38,716,1.0,1000,
872,38,717,1.0,1000,
873,38,718,1.0,1000,
874,38,719,1.0,1000,
875,38,720,1.0,1000,
876,38,721,1.0,1000,
877,38,722,1.0,1000,
878,38,723,1.0,1000,
879,38,724,1.0,1000,
880,38,726,1.0,1000,
881,38,727,1.0,1000,
882,38,728,1.0,1000,
883,38,64,1.0,1000,
884,38,729,1.0,1000,
885,38,730,1.0,1000,
886,38,731,1.0,1000,
887,38,732,1.0,1000,
888,38,733,1.0,1000,
889,38,734,1.0,1000,
890,38,114,1.0,1000,
891,38,735,1.0,1000,
892,38,736,1.0,1000,
893,38,738,1.0,1000,
894,38,739,1.0,1000,
895,38,740,1.0,1000,
896,38,741,1.0,1000,
897,38,742,1.0,1000,
898,38,743,1.0,1000,
899,38,744,1.0,1000,
900,38,63,1.0,1000,
901,38,745,1.0,1000,
902,38,746,1.0,1000,
903,38,747,1.0,1000,
904,38,748,1.0,1000,
905,38,749,1.0,1000,
906,38,750,1.0,1000,
907,38,751,1.0,1000,
908,38,752,1.0,1000,
909,38,753,1.0,1000,
910,38,754,1.0,1000,
911,38,755,1.0,1000,
912,38,756,1.0,1000,
913,38,757,1.0,1000,
914,38,758,1.0,1000,
915,38,759,1.0,1000,
916,38,760,1.0,1000,
917,38,761,1.0,1000,
918,38,762,1.0,1000,
919,38,763,1.0,1000,
920,38,764,1.0,1000,
921,38,765,1.0,1000,
922,38,766,1.0,1000,
923,38,767,1.0,1000,
924,38,768,1.0,1000,
925,39,769,1.0,1000,
926,39,408,1.0,1000,
927,39,771,1.0,1000,
928,39,772,1.0,1000,
929,39,31,1.0,1000,
930,39,32,1.0,1000,
931,39,402,1.0,1000,
932,39,34,1.0,1000,
933,39,79,1.0,1000,
934,39,774,1.0,1000,
935,39,6,1.0,1000,
936,39,775,1.0,1000,
937,40,641,1.0,1000,
938,40,107,1.0,1000,
939,40,455,1.0,1000,
940,40,121,1.0,1000,
941,40,124,1.0,1000,
942,40,436,1.0,1000,
943,40,637,1.0,1000,
944,40,619,1.0,1000,
945,40,777,1.0,1000,
946,40,157,1.0,1000,
947,40,94,1.0,1000,
948,40,6,1.0,1000,
949,41,313,1.0,1000,
950,41,779,1.0,1000,
951,41,780,1.0,1000,
952,41,782,1.0,1000,
953,41,647,1.0,1000,
954,41,783,1.0,1000,
955,41,784,1.0,1000,
956,41,147,1.0,1000,
957,41,282,1.0,1000,
958,41,785,1.0,1000,
959,41,786,1.0,1000,
960,41,285,1.0,1000,
961,41,787,1.0,1000,
962,41,788,1.0,1000,
963,41,789,1.0,1000,
964,41,1,1.0,1000,
965,41,327,1.0,1000,
966,41,790,1.0,1000,
967,41,791,1.0,1000,
968,41,792,1.0,1000,
969,41,793,1.0,1000,
970,41,794,1.0,1000,
971,41,795,1.0,1000,
972,42,82,1.0,1000,
973,42,796,1.0,1000,
974,42,797,1.0,1000,
975,42,83,1.0,1000,
976,42,798,1.0,1000,
977,42,609,1.0,1000,
978,42,799,1.0,1000,
979,42,189,1.0,1000,
980,42,121,1.0,1000,
981,42,86,1.0,1000,
982,42,614,1.0,1000,
983,42,88,1.0,1000,
984,42,201,1.0,1000,
985,42,250,1.0,1000,
986,42,144,1.0,1000,
987,42,801,1.0,1000,
988,42,802,1.0,1000,
989,42,54,1.0,1000,
990,42,803,1.0,1000,
991,42,193,1.0,1000,
992,42,64,1.0,1000,
993,42,804,1.0,1000,
994,42,85,1.0,1000,
