,0,1,1.1,1000,0.1
28532,1248,115,1.0,1000,
28533,1248,425,1.0,1000,
28534,1248,9013,1.0,1000,
28535,1248,878,1.0,1000,
28536,1248,2503,1.0,1000,
28537,1248,4792,1.0,1000,
28538,1248,116,1.0,1000,
28539,1248,6,1.0,1000,
28540,1249,11138,1.0,1000,
28541,1249,444,1.0,1000,
28542,1249,11139,1.0,1000,
28543,1249,11140,1.0,1000,
28544,1249,446,1.0,1000,
28545,1249,11142,1.0,1000,
28546,1249,11143,1.0,1000,
28547,1249,11144,1.0,1000,
28548,1249,11145,1.0,1000,
28549,1249,6389,1.0,1000,
28550,1249,449,1.0,1000,
28551,1249,1364,1.0,1000,
28552,1249,11146,1.0,1000,
28553,1249,249,1.0,1000,
28554,1249,6,1.0,1000,
28555,1249,11147,1.0,1000,
28556,1249,11148,1.0,1000,
28557,1249,11149,1.0,1000,
28558,1249,5370,1.0,1000,
28559,1249,6526,1.0,1000,
28560,1249,11150,1.0,1000,
28561,1249,11151,1.0,1000,
28562,1249,1500,1.0,1000,
28563,1249,11152,1.0,1000,
28564,1249,265,1.0,1000,
28565,1249,11153,1.0,1000,
28566,1249,3174,1.0,1000,
28567,1249,6346,1.0,1000,
28568,1249,115,1.0,1000,
28569,1249,11155,1.0,1000,
28570,1250,193,1.0,1000,
28571,1250,117,1.0,1000,
28572,1250,121,1.0,1000,
28573,1250,49,1.0,1000,
28574,1250,920,1.0,1000,
28575,1250,127,1.0,1000,
28576,1250,115,1.0,1000,
28577,1250,427,1.0,1000,
28578,1250,6,1.0,1000,
28579,1250,11157,1.0,1000,
28580,1250,532,1.0,1000,
28581,1251,598,1.0,1000,
28582,1251,1106,1.0,1000,
28583,1251,190,1.0,1000,
28584,1251,121,1.0,1000,
28585,1251,2204,1.0,1000,
28586,1251,124,1.0,1000,
28587,1251,7,1.0,1000,
28588,1251,873,1.0,1000,
28589,1251,115,1.0,1000,
28590,1251,425,1.0,1000,
28591,1251,3689,1.0,1000,
28592,1252,164,1.0,1000,
28593,1252,6630,1.0,1000,
28594,1252,39,1.0,1000,
28595,1252,449,1.0,1000,
28596,1252,121,1.0,1000,
28597,1252,11159,1.0,1000,
28598,1253,3963,1.0,1000,
28599,1253,64,1.0,1000,
28600,1253,199,1.0,1000,
28601,1253,88,1.0,1000,
28602,1253,3787,1.0,1000,
28603,1253,3776,1.0,1000,
28604,1253,11160,1.0,1000,
28605,1253,3965,1.0,1000,
28606,1253,147,1.0,1000,
28607,1253,414,1.0,1000,
28608,1253,1743,1.0,1000,
28609,1254,4857,1.0,1000,
28610,1254,11161,1.0,1000,
28611,1254,6279,1.0,1000,
28612,1254,4792,1.0,1000,
28613,1254,6168,1.0,1000,
28614,1254,1766,1.0,1000,
28615,1255,8146,1.0,1000,
28616,1255,226,1.0,1000,
28617,1255,121,1.0,1000,
28618,1255,295,1.0,1000,
28619,1255,4257,1.0,1000,
28620,1255,2207,1.0,1000,
28621,1255,6,1.0,1000,
28622,1255,281,1.0,1000,
28623,1256,117,1.0,1000,
28624,1256,84,1.0,1000,
28625,1256,154,1.0,1000,
28626,1256,3,1.0,1000,
28627,1256,534,1.0,1000,
28628,1256,528,1.0,1000,
28629,1256,1670,1.0,1000,
28630,1256,529,1.0,1000,
28631,1256,1062,1.0,1000,
28632,1256,7,1.0,1000,
28633,1256,436,1.0,1000,
28634,1256,453,1.0,1000,
28635,1256,153,1.0,1000,
28636,1256,49,1.0,1000,
28637,1256,656,1.0,1000,
28638,1256,684,1.0,1000,
28639,1256,164,1.0,1000,
28640,1256,126,1.0,1000,
28641,1256,127,1.0,1000,
28642,1257,2095,1.0,1000,
28643,1257,408,1.0,1000,
28644,1257,31,1.0,1000,
28645,1257,6,1.0,1000,
28646,1257,32,1.0,1000,
28647,1258,84,1.0,1000,
28648,1258,1106,1.0,1000,
28649,1258,11164,1.0,1000,
28650,1258,11165,1.0,1000,
28651,1258,3,1.0,1000,
28652,1258,11166,1.0,1000,
28653,1258,11167,1.0,1000,
28654,1258,11168,1.0,1000,
28655,1258,436,1.0,1000,
28656,1258,11170,1.0,1000,
28657,1258,960,1.0,1000,
28658,1258,598,1.0,1000,
28659,1258,2203,1.0,1000,
28660,1258,2204,1.0,1000,
28661,1258,7,1.0,1000,
28662,1258,11172,1.0,1000,
28663,1258,1156,1.0,1000,
28664,1258,11173,1.0,1000,
28665,1258,1,1.0,1000,
28666,1258,115,1.0,1000,
28667,1258,11174,1.0,1000,
28668,1258,11175,1.0,1000,
28669,1258,11176,1.0,1000,
28670,1258,6,1.0,1000,
28671,1258,11177,1.0,1000,
28672,1259,415,1.0,1000,
28673,1259,149,1.0,1000,
28674,1259,2236,1.0,1000,
28675,1259,31,1.0,1000,
28676,1259,112,1.0,1000,
28677,1259,32,1.0,1000,
28678,1259,33,1.0,1000,
28679,1259,17,1.0,1000,
28680,1259,2754,1.0,1000,
28681,1259,23,1.0,1000,
28682,1260,8817,1.0,1000,
28683,1260,6372,1.0,1000,
28684,1260,11178,1.0,1000,
28685,1260,11179,1.0,1000,
28686,1260,11180,1.0,1000,
28687,1260,11181,1.0,1000,
28688,1260,11182,1.0,1000,
28689,1260,11183,1.0,1000,
28690,1260,11184,1.0,1000,
28691,1260,11185,1.0,1000,
28692,1260,11186,1.0,1000,
28693,1260,11187,1.0,1000,
28694,1260,11188,1.0,1000,
28695,1260,11190,1.0,1000,
28696,1260,11191,1.0,1000,
28697,1260,11192,1.0,1000,
28698,1260,11193,1.0,1000,
28699,1260,11195,1.0,1000,
28700,1260,11196,1.0,1000,
28701,1260,10254,1.0,1000,
28702,1260,11197,1.0,1000,
28703,1260,11198,1.0,1000,
28704,1260,11199,1.0,1000,
28705,1260,11200,1.0,1000,
28706,1260,11201,1.0,1000,
28707,1260,11202,1.0,1000,
28708,1260,11203,1.0,1000,
28709,1260,327,1.0,1000,
28710,1260,11204,1.0,1000,
28711,1260,249,1.0,1000,
28712,1260,11205,1.0,1000,
28713,1260,6,1.0,1000,
28714,1260,11206,1.0,1000,
28715,1260,11207,1.0,1000,
28716,1261,2518,1.0,1000,
28717,1261,15,1.0,1000,
28718,1261,11208,1.0,1000,
28719,1261,1570,1.0,1000,
28720,1261,1571,1.0,1000,
28721,1261,10623,1.0,1000,
28722,1261,11209,1.0,1000,
28723,1261,23,1.0,1000,
28724,1261,1534,1.0,1000,
28725,1261,169,1.0,1000,
28726,1261,11210,1.0,1000,
28727,1261,11211,1.0,1000,
28728,1261,149,1.0,1000,
28729,1261,5155,1.0,1000,
28730,1261,11212,1.0,1000,
28731,1261,31,1.0,1000,
28732,1261,6575,1.0,1000,
28733,1261,112,1.0,1000,
28734,1261,32,1.0,1000,
28735,1261,402,1.0,1000,
28736,1261,16,1.0,1000,
28737,1261,11213,1.0,1000,
28738,1261,17,1.0,1000,
28739,1261,2531,1.0,1000,
28740,1261,168,1.0,1000,
28741,1261,11214,1.0,1000,
28742,1262,11215,1.0,1000,
28743,1262,83,1.0,1000,
28744,1262,220,1.0,1000,
28745,1262,2017,1.0,1000,
28746,1262,11216,1.0,1000,
28747,1262,11217,1.0,1000,
28748,1262,9581,1.0,1000,
28749,1262,88,1.0,1000,
28750,1262,9181,1.0,1000,
28751,1262,8448,1.0,1000,
28752,1262,11219,1.0,1000,
28753,1262,144,1.0,1000,
28754,1262,11220,1.0,1000,
28755,1262,11221,1.0,1000,
28756,1262,92,1.0,1000,
28757,1262,9180,1.0,1000,
28758,1262,884,1.0,1000,
28759,1262,6630,1.0,1000,
28760,1262,677,1.0,1000,
28761,1262,11222,1.0,1000,
28762,1262,11223,1.0,1000,
28763,1262,1016,1.0,1000,
28764,1262,122,1.0,1000,
28765,1262,11224,1.0,1000,
28766,1262,124,1.0,1000,
28767,1262,11225,1.0,1000,
28768,1262,3207,1.0,1000,
28769,1262,1019,1.0,1000,
28770,1262,11226,1.0,1000,
28771,1262,2972,1.0,1000,
28772,1262,11227,1.0,1000,
28773,1262,148,1.0,1000,
28774,1262,6,1.0,1000,
28775,1263,117,1.0,1000,
28776,1263,11228,1.0,1000,
28777,1263,534,1.0,1000,
28778,1263,14,1.0,1000,
28779,1263,1062,1.0,1000,
28780,1263,11229,1.0,1000,
28781,1263,11230,1.0,1000,
28782,1263,11231,1.0,1000,
28783,1263,6,1.0,1000,
28784,1264,149,1.0,1000,
28785,1264,11235,1.0,1000,
28786,1264,408,1.0,1000,
28787,1264,11236,1.0,1000,
28788,1264,1575,1.0,1000,
28789,1264,31,1.0,1000,
28790,1264,402,1.0,1000,
28791,1264,33,1.0,1000,
28792,1264,6,1.0,1000,
28793,1264,1534,1.0,1000,
28794,1265,82,1.0,1000,
28795,1265,199,1.0,1000,
28796,1265,643,1.0,1000,
28797,1265,11237,1.0,1000,
28798,1265,616,1.0,1000,
28799,1265,504,1.0,1000,
28800,1265,250,1.0,1000,
28801,1265,179,1.0,1000,
28802,1265,164,1.0,1000,
28803,1265,145,1.0,1000,
28804,1265,192,1.0,1000,
28805,1265,11239,1.0,1000,
28806,1265,5464,1.0,1000,
28807,1265,11240,1.0,1000,
28808,1265,516,1.0,1000,
28809,1265,117,1.0,1000,
28810,1265,237,1.0,1000,
28811,1265,8141,1.0,1000,
28812,1265,11241,1.0,1000,
28813,1265,7,1.0,1000,
28814,1265,89,1.0,1000,
28815,1265,153,1.0,1000,
28816,1265,11242,1.0,1000,
28817,1265,11243,1.0,1000,
28818,1265,2228,1.0,1000,
28819,1265,511,1.0,1000,
28820,1265,294,1.0,1000,
28821,1265,11244,1.0,1000,
28822,1265,11245,1.0,1000,
28823,1265,6,1.0,1000,
28824,1266,82,1.0,1000,
28825,1266,5573,1.0,1000,
28826,1266,945,1.0,1000,
28827,1266,84,1.0,1000,
28828,1266,1106,1.0,1000,
28829,1266,423,1.0,1000,
28830,1266,436,1.0,1000,
28831,1266,179,1.0,1000,
28832,1266,619,1.0,1000,
28833,1266,431,1.0,1000,
28834,1266,92,1.0,1000,
28835,1266,3893,1.0,1000,
28836,1266,1658,1.0,1000,
28837,1266,598,1.0,1000,
28838,1266,259,1.0,1000,
28839,1266,5329,1.0,1000,
28840,1266,482,1.0,1000,
28841,1266,4453,1.0,1000,
28842,1266,345,1.0,1000,
28843,1266,124,1.0,1000,
28844,1266,3960,1.0,1000,
28845,1266,11246,1.0,1000,
28846,1266,491,1.0,1000,
28847,1266,294,1.0,1000,
28848,1266,228,1.0,1000,
28849,1266,91,1.0,1000,
28850,1266,6,1.0,1000,
28851,1267,9917,1.0,1000,
28852,1267,11248,1.0,1000,
28853,1267,11249,1.0,1000,
28854,1267,32,1.0,1000,
28855,1267,15,1.0,1000,
28856,1267,5471,1.0,1000,
28857,1267,33,1.0,1000,
28858,1267,11250,1.0,1000,
28859,1267,17,1.0,1000,
28860,1267,1701,1.0,1000,
28861,1267,23,1.0,1000,
28862,1267,6,1.0,1000,
28863,1267,1533,1.0,1000,
28864,1268,2241,1.0,1000,
28865,1268,408,1.0,1000,
28866,1268,34,1.0,1000,
28867,1268,771,1.0,1000,
28868,1268,2236,1.0,1000,
28869,1268,31,1.0,1000,
28870,1268,6,1.0,1000,
28871,1268,32,1.0,1000,
28872,1269,84,1.0,1000,
28873,1269,11251,1.0,1000,
28874,1269,11252,1.0,1000,
28875,1269,1237,1.0,1000,
28876,1269,94,1.0,1000,
28877,1269,224,1.0,1000,
28878,1269,11253,1.0,1000,
28879,1269,11254,1.0,1000,
28880,1269,11255,1.0,1000,
28881,1269,11256,1.0,1000,
28882,1269,1672,1.0,1000,
28883,1269,1516,1.0,1000,
28884,1269,11257,1.0,1000,
28885,1269,63,1.0,1000,
28886,1269,64,1.0,1000,
28887,1269,11258,1.0,1000,
28888,1269,1675,1.0,1000,
28889,1269,85,1.0,1000,
28890,1269,599,1.0,1000,
28891,1269,11260,1.0,1000,
28892,1269,11261,1.0,1000,
28893,1269,920,1.0,1000,
28894,1269,11262,1.0,1000,
28895,1269,8324,1.0,1000,
28896,1269,157,1.0,1000,
28897,1269,228,1.0,1000,
28898,1269,6,1.0,1000,
28899,1269,11263,1.0,1000,
28900,1270,117,1.0,1000,
28901,1270,2839,1.0,1000,
28902,1270,1364,1.0,1000,
28903,1270,246,1.0,1000,
28904,1270,529,1.0,1000,
28905,1270,2304,1.0,1000,
28906,1270,153,1.0,1000,
28907,1270,1,1.0,1000,
28908,1270,684,1.0,1000,
28909,1270,164,1.0,1000,
28910,1270,1667,1.0,1000,
28911,1270,4318,1.0,1000,
28912,1270,2842,1.0,1000,
28913,1270,6,1.0,1000,
28914,1271,11264,1.0,1000,
28915,1271,425,1.0,1000,
28916,1271,878,1.0,1000,
28917,1271,11265,1.0,1000,
28918,1271,116,1.0,1000,
28919,1271,259,1.0,1000,
28920,1271,11266,1.0,1000,
28921,1271,294,1.0,1000,
28922,1272,11269,1.0,1000,
28923,1272,584,1.0,1000,
28924,1272,160,1.0,1000,
28925,1272,259,1.0,1000,
28926,1272,11270,1.0,1000,
28927,1272,11271,1.0,1000,
28928,1272,121,1.0,1000,
28929,1272,2631,1.0,1000,
28930,1272,6769,1.0,1000,
28931,1272,7,1.0,1000,
28932,1272,9096,1.0,1000,
28933,1272,11272,1.0,1000,
28934,1272,547,1.0,1000,
28935,1272,115,1.0,1000,
28936,1272,11274,1.0,1000,
28937,1272,1137,1.0,1000,
28938,1272,878,1.0,1000,
28939,1272,6,1.0,1000,
28940,1273,4924,1.0,1000,
28941,1273,11275,1.0,1000,
28942,1273,11276,1.0,1000,
28943,1273,50,1.0,1000,
28944,1273,11277,1.0,1000,
28945,1273,11278,1.0,1000,
28946,1273,295,1.0,1000,
28947,1273,6,1.0,1000,
28948,1273,7663,1.0,1000,
28949,1273,2025,1.0,1000,
28950,1273,54,1.0,1000,
28951,1273,11279,1.0,1000,
28952,1273,11280,1.0,1000,
28953,1273,193,1.0,1000,
28954,1273,63,1.0,1000,
28955,1273,259,1.0,1000,
28956,1273,9282,1.0,1000,
28957,1273,11281,1.0,1000,
28958,1273,85,1.0,1000,
28959,1273,68,1.0,1000,
28960,1273,72,1.0,1000,
28961,1273,239,1.0,1000,
28962,1273,11282,1.0,1000,
28963,1273,567,1.0,1000,
28964,1273,47,1.0,1000,
28965,1273,11283,1.0,1000,
28966,1273,648,1.0,1000,
28967,1273,278,1.0,1000,
28968,1273,2156,1.0,1000,
28969,1273,1268,1.0,1000,
28970,1273,659,1.0,1000,
28971,1273,2063,1.0,1000,
28972,1273,84,1.0,1000,
28973,1273,1406,1.0,1000,
28974,1273,2341,1.0,1000,
28975,1273,11285,1.0,1000,
28976,1273,11286,1.0,1000,
28977,1274,216,1.0,1000,
28978,1274,11287,1.0,1000,
28979,1274,11288,1.0,1000,
28980,1274,356,1.0,1000,
28981,1274,11289,1.0,1000,
28982,1274,449,1.0,1000,
28983,1274,436,1.0,1000,
28984,1274,11290,1.0,1000,
28985,1274,115,1.0,1000,
28986,1274,4792,1.0,1000,
28987,1274,11291,1.0,1000,
28988,1274,6,1.0,1000,
28989,1274,11293,1.0,1000,
28990,1274,11294,1.0,1000,
28991,1275,11296,1.0,1000,
28992,1275,11297,1.0,1000,
28993,1275,84,1.0,1000,
28994,1275,11298,1.0,1000,
28995,1275,11299,1.0,1000,
28996,1275,11300,1.0,1000,
28997,1275,11301,1.0,1000,
28998,1275,436,1.0,1000,
28999,1275,11302,1.0,1000,
29000,1275,51,1.0,1000,
29001,1275,11303,1.0,1000,
29002,1275,10368,1.0,1000,
29003,1275,92,1.0,1000,
29004,1275,11304,1.0,1000,
29005,1275,2151,1.0,1000,
29006,1275,184,1.0,1000,
29007,1275,11305,1.0,1000,
29008,1275,1112,1.0,1000,
29009,1275,449,1.0,1000,
29010,1275,432,1.0,1000,
29011,1275,11306,1.0,1000,
29012,1275,11307,1.0,1000,
29013,1275,16,1.0,1000,
29014,1275,248,1.0,1000,
29015,1275,1331,1.0,1000,
29016,1275,2,1.0,1000,
29017,1275,294,1.0,1000,
29018,1275,11308,1.0,1000,
29019,1275,91,1.0,1000,
29020,1275,11309,1.0,1000,
29021,1275,6,1.0,1000,
29022,1275,11310,1.0,1000,
29023,1276,1516,1.0,1000,
29024,1276,6356,1.0,1000,
29025,1276,236,1.0,1000,
29026,1276,1675,1.0,1000,
29027,1276,629,1.0,1000,
29028,1276,121,1.0,1000,
29029,1276,85,1.0,1000,
29030,1276,489,1.0,1000,
29031,1276,11311,1.0,1000,
29032,1276,446,1.0,1000,
29033,1276,153,1.0,1000,
29034,1276,11312,1.0,1000,
29035,1276,920,1.0,1000,
29036,1276,1020,1.0,1000,
29037,1276,157,1.0,1000,
29038,1276,11313,1.0,1000,
29039,1276,6,1.0,1000,
29040,1277,84,1.0,1000,
29041,1277,120,1.0,1000,
29042,1277,1673,1.0,1000,
29043,1277,11315,1.0,1000,
29044,1277,588,1.0,1000,
29045,1277,85,1.0,1000,
29046,1277,124,1.0,1000,
29047,1277,1550,1.0,1000,
29048,1277,138,1.0,1000,
29049,1277,1508,1.0,1000,
29050,1277,295,1.0,1000,
29051,1277,6,1.0,1000,
29052,1278,149,1.0,1000,
29053,1278,4879,1.0,1000,
29054,1278,31,1.0,1000,
29055,1278,32,1.0,1000,
29056,1278,4884,1.0,1000,
29057,1278,4877,1.0,1000,
29058,1278,33,1.0,1000,
29059,1278,1213,1.0,1000,
29060,1278,11316,1.0,1000,
29061,1278,6,1.0,1000,
29062,1279,11317,1.0,1000,
29063,1279,7609,1.0,1000,
29064,1279,144,1.0,1000,
29065,1279,92,1.0,1000,
29066,1279,86,1.0,1000,
29067,1279,122,1.0,1000,
29068,1279,87,1.0,1000,
29069,1280,8134,1.0,1000,
29070,1280,11318,1.0,1000,
29071,1280,10137,1.0,1000,
29072,1280,160,1.0,1000,
29073,1280,3,1.0,1000,
29074,1280,11319,1.0,1000,
29075,1280,849,1.0,1000,
29076,1280,782,1.0,1000,
29077,1280,1485,1.0,1000,
29078,1280,11320,1.0,1000,
29079,1280,5824,1.0,1000,
29080,1280,4897,1.0,1000,
29081,1280,247,1.0,1000,
29082,1280,534,1.0,1000,
29083,1280,122,1.0,1000,
29084,1280,112,1.0,1000,
29085,1280,635,1.0,1000,
29086,1280,248,1.0,1000,
29087,1280,838,1.0,1000,
29088,1280,1,1.0,1000,
29089,1280,198,1.0,1000,
29090,1280,210,1.0,1000,
29091,1281,547,1.0,1000,
29092,1281,784,1.0,1000,
29093,1281,11322,1.0,1000,
29094,1281,11323,1.0,1000,
29095,1281,208,1.0,1000,
29096,1281,5809,1.0,1000,
29097,1281,11324,1.0,1000,
29098,1281,6,1.0,1000,
29099,1282,446,1.0,1000,
29100,1282,11325,1.0,1000,
29101,1282,84,1.0,1000,
29102,1282,157,1.0,1000,
29103,1282,3,1.0,1000,
29104,1283,1516,1.0,1000,
29105,1283,920,1.0,1000,
29106,1283,157,1.0,1000,
29107,1283,121,1.0,1000,
29108,1283,85,1.0,1000,
29109,1283,6,1.0,1000,
29110,1284,266,1.0,1000,
29111,1284,11326,1.0,1000,
29112,1284,6,1.0,1000,
29113,1284,32,1.0,1000,
29114,1284,7640,1.0,1000,
29115,1285,11327,1.0,1000,
29116,1285,149,1.0,1000,
29117,1285,11328,1.0,1000,
29118,1285,79,1.0,1000,
29119,1285,6,1.0,1000,
29120,1285,32,1.0,1000,
29121,1286,33,1.0,1000,
29122,1286,266,1.0,1000,
29123,1286,11329,1.0,1000,
29124,1286,149,1.0,1000,
29125,1286,408,1.0,1000,
29126,1286,402,1.0,1000,
29127,1286,773,1.0,1000,
29128,1286,2628,1.0,1000,
29129,1287,444,1.0,1000,
29130,1287,11330,1.0,1000,
29131,1287,121,1.0,1000,
29132,1287,2335,1.0,1000,
29133,1287,246,1.0,1000,
29134,1287,1073,1.0,1000,
29135,1287,4948,1.0,1000,
29136,1287,1018,1.0,1000,
29137,1287,1667,1.0,1000,
29138,1287,11331,1.0,1000,
29139,1287,116,1.0,1000,
29140,1287,11332,1.0,1000,
29141,1287,1253,1.0,1000,
29142,1287,11333,1.0,1000,
29143,1287,11334,1.0,1000,
29144,1287,11335,1.0,1000,
29145,1287,11336,1.0,1000,
29146,1287,1074,1.0,1000,
29147,1287,11338,1.0,1000,
29148,1287,519,1.0,1000,
29149,1287,2843,1.0,1000,
29150,1287,7,1.0,1000,
29151,1287,7785,1.0,1000,
29152,1287,11339,1.0,1000,
29153,1287,1081,1.0,1000,
29154,1287,4318,1.0,1000,
29155,1287,6,1.0,1000,
29156,1287,210,1.0,1000,
29157,1287,1256,1.0,1000,
29158,1288,415,1.0,1000,
29159,1288,149,1.0,1000,
29160,1288,2236,1.0,1000,
29161,1288,31,1.0,1000,
29162,1288,15,1.0,1000,
29163,1288,420,1.0,1000,
29164,1288,17,1.0,1000,
29165,1288,23,1.0,1000,
29166,1288,6,1.0,1000,
29167,1288,168,1.0,1000,
29168,1289,1370,1.0,1000,
29169,1289,17,1.0,1000,
29170,1289,5656,1.0,1000,
29171,1289,31,1.0,1000,
29172,1289,32,1.0,1000,
29173,1290,11340,1.0,1000,
29174,1290,11341,1.0,1000,
29175,1290,164,1.0,1000,
29176,1290,598,1.0,1000,
29177,1290,11342,1.0,1000,
29178,1290,11343,1.0,1000,
29179,1290,11344,1.0,1000,
29180,1290,190,1.0,1000,
29181,1290,11346,1.0,1000,
29182,1290,10004,1.0,1000,
29183,1290,4109,1.0,1000,
29184,1290,115,1.0,1000,
29185,1290,449,1.0,1000,
29186,1290,11347,1.0,1000,
29187,1290,450,1.0,1000,
29188,1290,260,1.0,1000,
29189,1290,11348,1.0,1000,
29190,1290,11349,1.0,1000,
29191,1290,2309,1.0,1000,
29192,1290,212,1.0,1000,
29193,1290,11350,1.0,1000,
29194,1290,1669,1.0,1000,
29195,1290,294,1.0,1000,
29196,1290,11351,1.0,1000,
29197,1290,9990,1.0,1000,
29198,1290,11352,1.0,1000,
29199,1290,11353,1.0,1000,
29200,1290,5095,1.0,1000,
29201,1290,4089,1.0,1000,
29202,1290,777,1.0,1000,
29203,1290,6,1.0,1000,
29204,1290,1777,1.0,1000,
29205,1290,232,1.0,1000,
29206,1290,2205,1.0,1000,
29207,1290,10000,1.0,1000,
29208,1290,11354,1.0,1000,
29209,1290,70,1.0,1000,
29210,1290,1521,1.0,1000,
29211,1290,4122,1.0,1000,
29212,1290,11355,1.0,1000,
29213,1290,423,1.0,1000,
29214,1290,11357,1.0,1000,
29215,1290,11358,1.0,1000,
29216,1290,11359,1.0,1000,
29217,1290,11360,1.0,1000,
29218,1290,11361,1.0,1000,
29219,1291,11362,1.0,1000,
29220,1291,11363,1.0,1000,
29221,1291,11364,1.0,1000,
29222,1291,11365,1.0,1000,
29223,1291,122,1.0,1000,
29224,1291,11366,1.0,1000,
29225,1291,602,1.0,1000,
29226,1291,11367,1.0,1000,
29227,1291,639,1.0,1000,
29228,1291,11369,1.0,1000,
29229,1291,6,1.0,1000,
29230,1292,149,1.0,1000,
29231,1292,408,1.0,1000,
29232,1292,31,1.0,1000,
29233,1292,6,1.0,1000,
29234,1292,15,1.0,1000,
29235,1292,402,1.0,1000,
29236,1292,168,1.0,1000,
29237,1293,16,1.0,1000,
29238,1293,33,1.0,1000,
29239,1293,25,1.0,1000,
29240,1293,78,1.0,1000,
29241,1293,27,1.0,1000,
29242,1293,149,1.0,1000,
29243,1293,11328,1.0,1000,
29244,1293,31,1.0,1000,
29245,1294,154,1.0,1000,
29246,1294,121,1.0,1000,
29247,1294,11311,1.0,1000,
29248,1294,446,1.0,1000,
29249,1294,647,1.0,1000,
29250,1294,11372,1.0,1000,
29251,1294,1055,1.0,1000,
29252,1294,116,1.0,1000,
29253,1294,11373,1.0,1000,
29254,1294,11374,1.0,1000,
29255,1294,1516,1.0,1000,
29256,1294,489,1.0,1000,
29257,1294,529,1.0,1000,
29258,1294,920,1.0,1000,
29259,1294,11375,1.0,1000,
29260,1294,658,1.0,1000,
29261,1294,491,1.0,1000,
29262,1294,5436,1.0,1000,
29263,1294,10345,1.0,1000,
29264,1294,6,1.0,1000,
29265,1294,436,1.0,1000,
29266,1294,145,1.0,1000,
29267,1294,11376,1.0,1000,
29268,1294,11377,1.0,1000,
29269,1294,159,1.0,1000,
29270,1294,117,1.0,1000,
29271,1294,629,1.0,1000,
29272,1294,534,1.0,1000,
29273,1294,519,1.0,1000,
29274,1294,153,1.0,1000,
29275,1294,11378,1.0,1000,
29276,1294,11379,1.0,1000,
29277,1294,683,1.0,1000,
29278,1294,1020,1.0,1000,
29279,1294,157,1.0,1000,
29280,1294,294,1.0,1000,
29281,1294,365,1.0,1000,
29282,1294,1207,1.0,1000,
29283,1294,11380,1.0,1000,
29284,1295,431,1.0,1000,
29285,1295,11381,1.0,1000,
29286,1295,5772,1.0,1000,
29287,1295,11382,1.0,1000,
29288,1295,39,1.0,1000,
29289,1295,11383,1.0,1000,
29290,1295,436,1.0,1000,
29291,1295,159,1.0,1000,
29292,1295,10593,1.0,1000,
29293,1295,11384,1.0,1000,
29294,1295,11385,1.0,1000,
29295,1295,11386,1.0,1000,
29296,1295,6348,1.0,1000,
29297,1295,11387,1.0,1000,
29298,1295,197,1.0,1000,
29299,1295,11388,1.0,1000,
29300,1295,11389,1.0,1000,
29301,1295,11390,1.0,1000,
29302,1295,1055,1.0,1000,
29303,1295,11391,1.0,1000,
29304,1295,116,1.0,1000,
29305,1295,2047,1.0,1000,
29306,1295,11392,1.0,1000,
29307,1295,3180,1.0,1000,
29308,1295,1082,1.0,1000,
29309,1295,11393,1.0,1000,
29310,1295,84,1.0,1000,
29311,1295,11394,1.0,1000,
29312,1295,179,1.0,1000,
29313,1295,11395,1.0,1000,
29314,1295,11396,1.0,1000,
29315,1295,11397,1.0,1000,
29316,1295,455,1.0,1000,
29317,1295,2337,1.0,1000,
29318,1295,11399,1.0,1000,
29319,1295,294,1.0,1000,
29320,1295,11400,1.0,1000,
29321,1295,11401,1.0,1000,
29322,1295,11402,1.0,1000,
29323,1295,11403,1.0,1000,
29324,1295,3164,1.0,1000,
29325,1295,11404,1.0,1000,
29326,1295,11405,1.0,1000,
29327,1295,11406,1.0,1000,
29328,1295,11407,1.0,1000,
29329,1295,6337,1.0,1000,
29330,1295,11408,1.0,1000,
29331,1295,6,1.0,1000,
29332,1295,11409,1.0,1000,
29333,1295,11410,1.0,1000,
29334,1295,9870,1.0,1000,
29335,1295,1073,1.0,1000,
29336,1295,11411,1.0,1000,
29337,1295,6340,1.0,1000,
29338,1295,5767,1.0,1000,
29339,1295,6343,1.0,1000,
29340,1295,11412,1.0,1000,
29341,1295,11413,1.0,1000,
29342,1295,11414,1.0,1000,
29343,1295,11415,1.0,1000,
29344,1295,11416,1.0,1000,
29345,1295,3175,1.0,1000,
29346,1295,11417,1.0,1000,
29347,1295,6050,1.0,1000,
29348,1295,11418,1.0,1000,
29349,1295,11419,1.0,1000,
29350,1295,3179,1.0,1000,
29351,1295,11420,1.0,1000,
29352,1295,11421,1.0,1000,
29353,1295,3181,1.0,1000,
29354,1295,11422,1.0,1000,
29355,1295,11423,1.0,1000,
29356,1295,11424,1.0,1000,
29357,1295,3184,1.0,1000,
29358,1295,11425,1.0,1000,
29359,1295,11426,1.0,1000,
29360,1295,3186,1.0,1000,
29361,1295,6346,1.0,1000,
29362,1295,91,1.0,1000,
29363,1295,3187,1.0,1000,
29364,1296,983,1.0,1000,
29365,1296,975,1.0,1000,
29366,1296,984,1.0,1000,
29367,1296,978,1.0,1000,
29368,1296,985,1.0,1000,
29369,1296,121,1.0,1000,
29370,1296,986,1.0,1000,
29371,1296,11427,1.0,1000,
29372,1296,989,1.0,1000,
29373,1296,11428,1.0,1000,
29374,1296,11429,1.0,1000,
29375,1296,208,1.0,1000,
29376,1296,972,1.0,1000,
29377,1296,993,1.0,1000,
