,0,0.1,1,1000,24,1.1
32087,1268.0,580.0,1,1000,,
32088,1268.0,581.0,1,1000,,
32089,1268.0,12007.0,1,1000,,
32090,1268.0,104.0,1,1000,,
32091,1268.0,6890.0,1,1000,,
32092,1268.0,107.0,1,1000,,
32093,1268.0,588.0,1,1000,,
32094,1268.0,108.0,1,1000,,
32095,1268.0,298.0,1,1000,,
32096,1268.0,303.0,1,1000,,
32097,1268.0,6895.0,1,1000,,
32098,1268.0,202.0,1,1000,,
32099,1268.0,594.0,1,1000,,
32100,1268.0,6899.0,1,1000,,
32101,1268.0,595.0,1,1000,,
32102,1268.0,568.0,1,1000,,
32103,1268.0,569.0,1,1000,,
32104,1268.0,570.0,1,1000,,
32105,1269.0,67.0,1,1000,,
32106,1269.0,38.0,1,1000,,
32107,1269.0,9663.0,1,1000,,
32108,1269.0,42.0,1,1000,,
32109,1269.0,43.0,1,1000,,
32110,1269.0,27.0,1,1000,,
32111,1269.0,62.0,1,1000,,
32112,1269.0,31.0,1,1000,,
32113,1270.0,3072.0,1,1000,,
32114,1270.0,2.0,1,1000,,
32115,1270.0,7.0,1,1000,,
32116,1270.0,137.0,1,1000,,
32117,1270.0,138.0,1,1000,,
32118,1270.0,142.0,1,1000,,
32119,1270.0,1038.0,1,1000,,
32120,1270.0,16.0,1,1000,,
32121,1270.0,17.0,1,1000,,
32122,1270.0,782.0,1,1000,,
32123,1270.0,4502.0,1,1000,,
32124,1270.0,23.0,1,1000,,
32125,1270.0,24.0,1,1000,,
32126,1270.0,6809.0,1,1000,,
32127,1270.0,25.0,1,1000,,
32128,1270.0,157.0,1,1000,,
32129,1270.0,158.0,1,1000,,
32130,1270.0,1568.0,1,1000,,
32131,1270.0,289.0,1,1000,,
32132,1270.0,419.0,1,1000,,
32133,1270.0,292.0,1,1000,,
32134,1270.0,10020.0,1,1000,,
32135,1270.0,423.0,1,1000,,
32136,1270.0,298.0,1,1000,,
32137,1270.0,44.0,1,1000,,
32138,1270.0,50.0,1,1000,,
32139,1270.0,52.0,1,1000,,
32140,1270.0,312.0,1,1000,,
32141,1270.0,321.0,1,1000,,
32142,1270.0,577.0,1,1000,,
32143,1270.0,197.0,1,1000,,
32144,1270.0,585.0,1,1000,,
32145,1270.0,83.0,1,1000,,
32146,1270.0,9043.0,1,1000,,
32147,1270.0,9045.0,1,1000,,
32148,1270.0,89.0,1,1000,,
32149,1270.0,1497.0,1,1000,,
32150,1270.0,92.0,1,1000,,
32151,1270.0,4317.0,1,1000,,
32152,1270.0,95.0,1,1000,,
32153,1270.0,96.0,1,1000,,
32154,1270.0,97.0,1,1000,,
32155,1270.0,9315.0,1,1000,,
32156,1270.0,99.0,1,1000,,
32157,1270.0,12008.0,1,1000,,
32158,1270.0,12009.0,1,1000,,
32159,1270.0,12010.0,1,1000,,
32160,1270.0,12011.0,1,1000,,
32161,1270.0,12012.0,1,1000,,
32162,1270.0,12013.0,1,1000,,
32163,1270.0,2158.0,1,1000,,
32164,1270.0,107.0,1,1000,,
32165,1270.0,12014.0,1,1000,,
32166,1270.0,361.0,1,1000,,
32167,1270.0,12015.0,1,1000,,
32168,1270.0,112.0,1,1000,,
32169,1270.0,12016.0,1,1000,,
32170,1270.0,12017.0,1,1000,,
32171,1270.0,12018.0,1,1000,,
32172,1270.0,12019.0,1,1000,,
32173,1271.0,67.0,1,1000,,
32174,1271.0,228.0,1,1000,,
32175,1271.0,255.0,1,1000,,
32176,1271.0,38.0,1,1000,,
32177,1271.0,71.0,1,1000,,
32178,1271.0,42.0,1,1000,,
32179,1271.0,43.0,1,1000,,
32180,1271.0,2385.0,1,1000,,
32181,1271.0,342.0,1,1000,,
32182,1271.0,62.0,1,1000,,
32183,1271.0,57.0,1,1000,,
32184,1271.0,27.0,1,1000,,
32185,1271.0,254.0,1,1000,,
32186,1271.0,31.0,1,1000,,
32187,1272.0,67.0,1,1000,,
32188,1272.0,36.0,1,1000,,
32189,1272.0,228.0,1,1000,,
32190,1272.0,38.0,1,1000,,
32191,1272.0,71.0,1,1000,,
32192,1272.0,394.0,1,1000,,
32193,1272.0,43.0,1,1000,,
32194,1272.0,42.0,1,1000,,
32195,1272.0,1197.0,1,1000,,
32196,1272.0,2385.0,1,1000,,
32197,1272.0,376.0,1,1000,,
32198,1272.0,377.0,1,1000,,
32199,1272.0,27.0,1,1000,,
32200,1272.0,31.0,1,1000,,
32201,1272.0,62.0,1,1000,,
32202,1272.0,57.0,1,1000,,
32203,1273.0,67.0,1,1000,,
32204,1273.0,228.0,1,1000,,
32205,1273.0,255.0,1,1000,,
32206,1273.0,38.0,1,1000,,
32207,1273.0,71.0,1,1000,,
32208,1273.0,42.0,1,1000,,
32209,1273.0,43.0,1,1000,,
32210,1273.0,2385.0,1,1000,,
32211,1273.0,342.0,1,1000,,
32212,1273.0,62.0,1,1000,,
32213,1273.0,57.0,1,1000,,
32214,1273.0,27.0,1,1000,,
32215,1273.0,254.0,1,1000,,
32216,1273.0,31.0,1,1000,,
32217,1274.0,12032.0,1,1000,,
32218,1274.0,12033.0,1,1000,,
32219,1274.0,12034.0,1,1000,,
32220,1274.0,3.0,1,1000,,
32221,1274.0,12035.0,1,1000,,
32222,1274.0,12036.0,1,1000,,
32223,1274.0,12037.0,1,1000,,
32224,1274.0,12038.0,1,1000,,
32225,1274.0,12039.0,1,1000,,
32226,1274.0,12040.0,1,1000,,
32227,1274.0,12041.0,1,1000,,
32228,1274.0,12042.0,1,1000,,
32229,1274.0,12043.0,1,1000,,
32230,1274.0,12044.0,1,1000,,
32231,1274.0,14.0,1,1000,,
32232,1274.0,1807.0,1,1000,,
32233,1274.0,1808.0,1,1000,,
32234,1274.0,12045.0,1,1000,,
32235,1274.0,12046.0,1,1000,,
32236,1274.0,12047.0,1,1000,,
32237,1274.0,12048.0,1,1000,,
32238,1274.0,12049.0,1,1000,,
32239,1274.0,2326.0,1,1000,,
32240,1274.0,12050.0,1,1000,,
32241,1274.0,12051.0,1,1000,,
32242,1274.0,12052.0,1,1000,,
32243,1274.0,12053.0,1,1000,,
32244,1274.0,27.0,1,1000,,
32245,1274.0,12054.0,1,1000,,
32246,1274.0,12055.0,1,1000,,
32247,1274.0,12056.0,1,1000,,
32248,1274.0,12057.0,1,1000,,
32249,1274.0,12058.0,1,1000,,
32250,1274.0,12059.0,1,1000,,
32251,1274.0,12060.0,1,1000,,
32252,1274.0,419.0,1,1000,,
32253,1274.0,420.0,1,1000,,
32254,1274.0,12061.0,1,1000,,
32255,1274.0,550.0,1,1000,,
32256,1274.0,8829.0,1,1000,,
32257,1274.0,7597.0,1,1000,,
32258,1274.0,177.0,1,1000,,
32259,1274.0,6962.0,1,1000,,
32260,1274.0,511.0,1,1000,,
32261,1274.0,2239.0,1,1000,,
32262,1274.0,3651.0,1,1000,,
32263,1274.0,81.0,1,1000,,
32264,1274.0,469.0,1,1000,,
32265,1274.0,471.0,1,1000,,
32266,1274.0,88.0,1,1000,,
32267,1274.0,12026.0,1,1000,,
32268,1274.0,91.0,1,1000,,
32269,1274.0,93.0,1,1000,,
32270,1274.0,95.0,1,1000,,
32271,1274.0,12027.0,1,1000,,
32272,1274.0,353.0,1,1000,,
32273,1274.0,359.0,1,1000,,
32274,1274.0,1511.0,1,1000,,
32275,1274.0,361.0,1,1000,,
32276,1274.0,364.0,1,1000,,
32277,1274.0,367.0,1,1000,,
32278,1274.0,3569.0,1,1000,,
32279,1274.0,8819.0,1,1000,,
32280,1274.0,12020.0,1,1000,,
32281,1274.0,501.0,1,1000,,
32282,1274.0,12021.0,1,1000,,
32283,1274.0,12023.0,1,1000,,
32284,1274.0,12024.0,1,1000,,
32285,1274.0,12025.0,1,1000,,
32286,1274.0,12022.0,1,1000,,
32287,1274.0,8827.0,1,1000,,
32288,1274.0,12028.0,1,1000,,
32289,1274.0,12029.0,1,1000,,
32290,1274.0,12030.0,1,1000,,
32291,1274.0,12031.0,1,1000,,
32292,1276.0,386.0,1,1000,,
32293,1276.0,132.0,1,1000,,
32294,1276.0,38.0,1,1000,,
32295,1276.0,383.0,1,1000,,
32296,1276.0,8.0,1,1000,,
32297,1276.0,237.0,1,1000,,
32298,1276.0,1422.0,1,1000,,
32299,1276.0,12141.0,1,1000,,
32300,1276.0,12142.0,1,1000,,
32301,1276.0,57.0,1,1000,,
32302,1276.0,27.0,1,1000,,
32303,1276.0,31.0,1,1000,,
32304,1277.0,2.0,1,1000,,
32305,1277.0,361.0,1,1000,,
32306,1277.0,1706.0,1,1000,,
32307,1277.0,1386.0,1,1000,,
32308,1277.0,46.0,1,1000,,
32309,1277.0,14.0,1,1000,,
32310,1277.0,5143.0,1,1000,,
32311,1277.0,24.0,1,1000,,
32312,1277.0,56.0,1,1000,,
32313,1277.0,27.0,1,1000,,
32314,1280.0,12160.0,1,1000,,
32315,1280.0,12161.0,1,1000,,
32316,1280.0,12162.0,1,1000,,
32317,1280.0,12163.0,1,1000,,
32318,1280.0,12164.0,1,1000,,
32319,1280.0,5.0,1,1000,,
32320,1280.0,12165.0,1,1000,,
32321,1280.0,12166.0,1,1000,,
32322,1280.0,1800.0,1,1000,,
32323,1280.0,12167.0,1,1000,,
32324,1280.0,12168.0,1,1000,,
32325,1280.0,12169.0,1,1000,,
32326,1280.0,12170.0,1,1000,,
32327,1280.0,12171.0,1,1000,,
32328,1280.0,14.0,1,1000,,
32329,1280.0,12172.0,1,1000,,
32330,1280.0,12173.0,1,1000,,
32331,1280.0,12174.0,1,1000,,
32332,1280.0,12175.0,1,1000,,
32333,1280.0,1555.0,1,1000,,
32334,1280.0,268.0,1,1000,,
32335,1280.0,12176.0,1,1000,,
32336,1280.0,406.0,1,1000,,
32337,1280.0,279.0,1,1000,,
32338,1280.0,2200.0,1,1000,,
32339,1280.0,24.0,1,1000,,
32340,1280.0,25.0,1,1000,,
32341,1280.0,27.0,1,1000,,
32342,1280.0,415.0,1,1000,,
32343,1280.0,44.0,1,1000,,
32344,1280.0,46.0,1,1000,,
32345,1280.0,47.0,1,1000,,
32346,1280.0,48.0,1,1000,,
32347,1280.0,1331.0,1,1000,,
32348,1280.0,265.0,1,1000,,
32349,1280.0,186.0,1,1000,,
32350,1280.0,12177.0,1,1000,,
32351,1280.0,723.0,1,1000,,
32352,1280.0,1364.0,1,1000,,
32353,1280.0,12178.0,1,1000,,
32354,1280.0,7770.0,1,1000,,
32355,1280.0,361.0,1,1000,,
32356,1280.0,6121.0,1,1000,,
32357,1280.0,496.0,1,1000,,
32358,1280.0,12145.0,1,1000,,
32359,1280.0,752.0,1,1000,,
32360,1280.0,12149.0,1,1000,,
32361,1280.0,12150.0,1,1000,,
32362,1280.0,12153.0,1,1000,,
32363,1283.0,5.0,1,1000,,
32364,1283.0,1670.0,1,1000,,
32365,1283.0,1671.0,1,1000,,
32366,1283.0,1800.0,1,1000,,
32367,1283.0,265.0,1,1000,,
32368,1283.0,10122.0,1,1000,,
32369,1283.0,138.0,1,1000,,
32370,1283.0,12170.0,1,1000,,
32371,1283.0,141.0,1,1000,,
32372,1283.0,269.0,1,1000,,
32373,1283.0,14.0,1,1000,,
32374,1283.0,143.0,1,1000,,
32375,1283.0,1679.0,1,1000,,
32376,1283.0,268.0,1,1000,,
32377,1283.0,5650.0,1,1000,,
32378,1283.0,279.0,1,1000,,
32379,1283.0,25.0,1,1000,,
32380,1283.0,27.0,1,1000,,
32381,1283.0,4254.0,1,1000,,
32382,1283.0,10144.0,1,1000,,
32383,1283.0,420.0,1,1000,,
32384,1283.0,1707.0,1,1000,,
32385,1283.0,48.0,1,1000,,
32386,1283.0,4913.0,1,1000,,
32387,1283.0,12222.0,1,1000,,
32388,1283.0,12223.0,1,1000,,
32389,1283.0,12224.0,1,1000,,
32390,1283.0,12225.0,1,1000,,
32391,1283.0,12226.0,1,1000,,
32392,1283.0,12227.0,1,1000,,
32393,1283.0,12228.0,1,1000,,
32394,1283.0,12229.0,1,1000,,
32395,1283.0,12230.0,1,1000,,
32396,1283.0,12231.0,1,1000,,
32397,1283.0,12232.0,1,1000,,
32398,1283.0,12233.0,1,1000,,
32399,1283.0,12234.0,1,1000,,
32400,1283.0,12235.0,1,1000,,
32401,1283.0,12236.0,1,1000,,
32402,1283.0,12237.0,1,1000,,
32403,1283.0,12238.0,1,1000,,
32404,1283.0,12239.0,1,1000,,
32405,1283.0,11856.0,1,1000,,
32406,1283.0,81.0,1,1000,,
32407,1283.0,12240.0,1,1000,,
32408,1283.0,12241.0,1,1000,,
32409,1283.0,12242.0,1,1000,,
32410,1283.0,12243.0,1,1000,,
32411,1283.0,12244.0,1,1000,,
32412,1283.0,12245.0,1,1000,,
32413,1283.0,12246.0,1,1000,,
32414,1283.0,12247.0,1,1000,,
32415,1283.0,12248.0,1,1000,,
32416,1283.0,12249.0,1,1000,,
32417,1283.0,12250.0,1,1000,,
32418,1283.0,12251.0,1,1000,,
32419,1283.0,12252.0,1,1000,,
32420,1283.0,5086.0,1,1000,,
32421,1283.0,5087.0,1,1000,,
32422,1283.0,12253.0,1,1000,,
32423,1283.0,12254.0,1,1000,,
32424,1283.0,12255.0,1,1000,,
32425,1283.0,361.0,1,1000,,
32426,1283.0,5611.0,1,1000,,
32427,1283.0,363.0,1,1000,,
32428,1283.0,6383.0,1,1000,,
32429,1283.0,12145.0,1,1000,,
32430,1283.0,12149.0,1,1000,,
32431,1283.0,12153.0,1,1000,,
32432,1283.0,12154.0,1,1000,,
32433,1283.0,12155.0,1,1000,,
32434,1284.0,1666.0,1,1000,,
32435,1284.0,12167.0,1,1000,,
32436,1284.0,1800.0,1,1000,,
32437,1284.0,12155.0,1,1000,,
32438,1284.0,5648.0,1,1000,,
32439,1284.0,5650.0,1,1000,,
32440,1284.0,532.0,1,1000,,
32441,1284.0,662.0,1,1000,,
32442,1284.0,12184.0,1,1000,,
32443,1284.0,12186.0,1,1000,,
32444,1284.0,27.0,1,1000,,
32445,1284.0,5628.0,1,1000,,
32446,1284.0,4254.0,1,1000,,
32447,1284.0,415.0,1,1000,,
32448,1284.0,3360.0,1,1000,,
32449,1284.0,2849.0,1,1000,,
32450,1284.0,163.0,1,1000,,
32451,1284.0,12195.0,1,1000,,
32452,1284.0,556.0,1,1000,,
32453,1284.0,4664.0,1,1000,,
32454,1284.0,697.0,1,1000,,
32455,1284.0,1209.0,1,1000,,
32456,1284.0,1210.0,1,1000,,
32457,1284.0,5053.0,1,1000,,
32458,1284.0,1217.0,1,1000,,
32459,1284.0,194.0,1,1000,,
32460,1284.0,1220.0,1,1000,,
32461,1284.0,4553.0,1,1000,,
32462,1284.0,1229.0,1,1000,,
32463,1284.0,12151.0,1,1000,,
32464,1284.0,2768.0,1,1000,,
32465,1284.0,81.0,1,1000,,
32466,1284.0,210.0,1,1000,,
32467,1284.0,1236.0,1,1000,,
32468,1284.0,12152.0,1,1000,,
32469,1284.0,984.0,1,1000,,
32470,1284.0,860.0,1,1000,,
32471,1284.0,12154.0,1,1000,,
32472,1284.0,12256.0,1,1000,,
32473,1284.0,12257.0,1,1000,,
32474,1284.0,12258.0,1,1000,,
32475,1284.0,12259.0,1,1000,,
32476,1284.0,12260.0,1,1000,,
32477,1284.0,12261.0,1,1000,,
32478,1284.0,12262.0,1,1000,,
32479,1284.0,12263.0,1,1000,,
32480,1284.0,12264.0,1,1000,,
32481,1284.0,12265.0,1,1000,,
32482,1284.0,12266.0,1,1000,,
32483,1284.0,5611.0,1,1000,,
32484,1284.0,12267.0,1,1000,,
32485,1284.0,6509.0,1,1000,,
32486,1284.0,12270.0,1,1000,,
32487,1284.0,12271.0,1,1000,,
32488,1284.0,12272.0,1,1000,,
32489,1284.0,12268.0,1,1000,,
32490,1284.0,5615.0,1,1000,,
32491,1284.0,12144.0,1,1000,,
32492,1284.0,12143.0,1,1000,,
32493,1284.0,12269.0,1,1000,,
32494,1284.0,12147.0,1,1000,,
32495,1284.0,12145.0,1,1000,,
32496,1284.0,1016.0,1,1000,,
32497,1284.0,12153.0,1,1000,,
32498,1284.0,12146.0,1,1000,,
32499,1284.0,12149.0,1,1000,,
32500,1284.0,12150.0,1,1000,,
32501,1285.0,12288.0,1,1000,,
32502,1285.0,12289.0,1,1000,,
32503,1285.0,12290.0,1,1000,,
32504,1285.0,12291.0,1,1000,,
32505,1285.0,12292.0,1,1000,,
32506,1285.0,5.0,1,1000,,
32507,1285.0,12293.0,1,1000,,
32508,1285.0,12294.0,1,1000,,
32509,1285.0,12295.0,1,1000,,
32510,1285.0,12296.0,1,1000,,
32511,1285.0,12297.0,1,1000,,
32512,1285.0,12298.0,1,1000,,
32513,1285.0,12299.0,1,1000,,
32514,1285.0,12300.0,1,1000,,
32515,1285.0,14.0,1,1000,,
32516,1285.0,12301.0,1,1000,,
32517,1285.0,12302.0,1,1000,,
32518,1285.0,12303.0,1,1000,,
32519,1285.0,12305.0,1,1000,,
32520,1285.0,12304.0,1,1000,,
32521,1285.0,12306.0,1,1000,,
32522,1285.0,12307.0,1,1000,,
32523,1285.0,12308.0,1,1000,,
32524,1285.0,12309.0,1,1000,,
32525,1285.0,24.0,1,1000,,
32526,1285.0,25.0,1,1000,,
32527,1285.0,12310.0,1,1000,,
32528,1285.0,27.0,1,1000,,
32529,1285.0,12311.0,1,1000,,
32530,1285.0,541.0,1,1000,,
32531,1285.0,12312.0,1,1000,,
32532,1285.0,12313.0,1,1000,,
32533,1285.0,12314.0,1,1000,,
32534,1285.0,12315.0,1,1000,,
32535,1285.0,12316.0,1,1000,,
32536,1285.0,12317.0,1,1000,,
32537,1285.0,12318.0,1,1000,,
32538,1285.0,12319.0,1,1000,,
32539,1285.0,550.0,1,1000,,
32540,1285.0,12320.0,1,1000,,
32541,1285.0,12321.0,1,1000,,
32542,1285.0,12322.0,1,1000,,
32543,1285.0,12323.0,1,1000,,
32544,1285.0,12324.0,1,1000,,
32545,1285.0,44.0,1,1000,,
32546,1285.0,12325.0,1,1000,,
32547,1285.0,46.0,1,1000,,
32548,1285.0,12326.0,1,1000,,
32549,1285.0,12327.0,1,1000,,
32550,1285.0,12328.0,1,1000,,
32551,1285.0,12329.0,1,1000,,
32552,1285.0,12330.0,1,1000,,
32553,1285.0,12331.0,1,1000,,
32554,1285.0,12332.0,1,1000,,
32555,1285.0,12333.0,1,1000,,
32556,1285.0,12334.0,1,1000,,
32557,1285.0,2.0,1,1000,,
32558,1285.0,597.0,1,1000,,
32559,1285.0,1021.0,1,1000,,
32560,1285.0,95.0,1,1000,,
32561,1285.0,8819.0,1,1000,,
32562,1285.0,8820.0,1,1000,,
32563,1285.0,8821.0,1,1000,,
32564,1285.0,8825.0,1,1000,,
32565,1285.0,8826.0,1,1000,,
32566,1285.0,8827.0,1,1000,,
32567,1285.0,8831.0,1,1000,,
32568,1285.0,4230.0,1,1000,,
32569,1285.0,138.0,1,1000,,
32570,1285.0,143.0,1,1000,,
32571,1285.0,149.0,1,1000,,
32572,1285.0,186.0,1,1000,,
32573,1285.0,9933.0,1,1000,,
32574,1285.0,1746.0,1,1000,,
32575,1285.0,723.0,1,1000,,
32576,1285.0,1751.0,1,1000,,
32577,1285.0,1800.0,1,1000,,
32578,1285.0,265.0,1,1000,,
32579,1285.0,268.0,1,1000,,
32580,1285.0,279.0,1,1000,,
32581,1285.0,5412.0,1,1000,,
32582,1285.0,854.0,1,1000,,
32583,1285.0,12280.0,1,1000,,
32584,1285.0,12281.0,1,1000,,
32585,1285.0,353.0,1,1000,,
32586,1285.0,12282.0,1,1000,,
32587,1285.0,359.0,1,1000,,
32588,1285.0,361.0,1,1000,,
32589,1285.0,367.0,1,1000,,
32590,1285.0,12145.0,1,1000,,
32591,1285.0,10611.0,1,1000,,
32592,1285.0,12149.0,1,1000,,
32593,1285.0,12153.0,1,1000,,
32594,1285.0,12155.0,1,1000,,
32595,1285.0,12167.0,1,1000,,
32596,1285.0,12172.0,1,1000,,
32597,1285.0,12176.0,1,1000,,
32598,1285.0,12179.0,1,1000,,
32599,1285.0,406.0,1,1000,,
32600,1285.0,12183.0,1,1000,,
32601,1285.0,12188.0,1,1000,,
32602,1285.0,12189.0,1,1000,,
32603,1285.0,12190.0,1,1000,,
32604,1285.0,12191.0,1,1000,,
32605,1285.0,415.0,1,1000,,
32606,1285.0,417.0,1,1000,,
32607,1285.0,12195.0,1,1000,,
32608,1285.0,9124.0,1,1000,,
32609,1285.0,420.0,1,1000,,
32610,1285.0,12198.0,1,1000,,
32611,1285.0,12197.0,1,1000,,
32612,1285.0,12207.0,1,1000,,
32613,1285.0,12208.0,1,1000,,
32614,1285.0,12211.0,1,1000,,
32615,1285.0,12220.0,1,1000,,
32616,1285.0,967.0,1,1000,,
32617,1285.0,9679.0,1,1000,,
32618,1285.0,1508.0,1,1000,,
32619,1285.0,496.0,1,1000,,
32620,1285.0,3569.0,1,1000,,
32621,1285.0,7154.0,1,1000,,
32622,1285.0,12273.0,1,1000,,
32623,1285.0,12274.0,1,1000,,
32624,1285.0,1525.0,1,1000,,
32625,1285.0,12275.0,1,1000,,
32626,1285.0,12279.0,1,1000,,
32627,1285.0,12276.0,1,1000,,
32628,1285.0,12277.0,1,1000,,
32629,1285.0,12278.0,1,1000,,
32630,1285.0,12283.0,1,1000,,
32631,1285.0,12284.0,1,1000,,
32632,1285.0,12285.0,1,1000,,
32633,1285.0,12286.0,1,1000,,
32634,1285.0,12287.0,1,1000,,
32635,1286.0,2.0,1,1000,,
32636,1286.0,3.0,1,1000,,
32637,1286.0,163.0,1,1000,,
32638,1286.0,7.0,1,1000,,
32639,1286.0,680.0,1,1000,,
32640,1286.0,361.0,1,1000,,
32641,1286.0,45.0,1,1000,,
32642,1286.0,3886.0,1,1000,,
32643,1286.0,14.0,1,1000,,
32644,1286.0,48.0,1,1000,,
32645,1286.0,10481.0,1,1000,,
32646,1286.0,721.0,1,1000,,
32647,1286.0,16.0,1,1000,,
32648,1286.0,17.0,1,1000,,
32649,1286.0,1465.0,1,1000,,
32650,1286.0,1981.0,1,1000,,
32651,1287.0,3.0,1,1000,,
32652,1287.0,7.0,1,1000,,
32653,1287.0,1673.0,1,1000,,
32654,1287.0,780.0,1,1000,,
32655,1287.0,269.0,1,1000,,
32656,1287.0,534.0,1,1000,,
32657,1287.0,24.0,1,1000,,
32658,1287.0,25.0,1,1000,,
32659,1287.0,27.0,1,1000,,
32660,1287.0,155.0,1,1000,,
32661,1287.0,291.0,1,1000,,
32662,1287.0,164.0,1,1000,,
32663,1287.0,422.0,1,1000,,
32664,1287.0,168.0,1,1000,,
32665,1287.0,425.0,1,1000,,
32666,1287.0,44.0,1,1000,,
32667,1287.0,12335.0,1,1000,,
32668,1287.0,12336.0,1,1000,,
32669,1287.0,2225.0,1,1000,,
32670,1287.0,1203.0,1,1000,,
32671,1287.0,8499.0,1,1000,,
32672,1287.0,441.0,1,1000,,
32673,1287.0,186.0,1,1000,,
32674,1287.0,573.0,1,1000,,
32675,1287.0,189.0,1,1000,,
32676,1287.0,3651.0,1,1000,,
32677,1287.0,2373.0,1,1000,,
32678,1287.0,197.0,1,1000,,
32679,1287.0,583.0,1,1000,,
32680,1287.0,4040.0,1,1000,,
32681,1287.0,82.0,1,1000,,
32682,1287.0,86.0,1,1000,,
32683,1287.0,89.0,1,1000,,
32684,1287.0,91.0,1,1000,,
32685,1287.0,93.0,1,1000,,
32686,1287.0,1375.0,1,1000,,
32687,1287.0,96.0,1,1000,,
32688,1287.0,97.0,1,1000,,
32689,1287.0,98.0,1,1000,,
32690,1287.0,99.0,1,1000,,
32691,1287.0,362.0,1,1000,,
32692,1287.0,7669.0,1,1000,,
32693,1287.0,767.0,1,1000,,
32694,1288.0,2.0,1,1000,,
32695,1288.0,3.0,1,1000,,
32696,1288.0,7.0,1,1000,,
32697,1288.0,8.0,1,1000,,
32698,1288.0,521.0,1,1000,,
32699,1288.0,138.0,1,1000,,
32700,1288.0,780.0,1,1000,,
32701,1288.0,16.0,1,1000,,
32702,1288.0,1939.0,1,1000,,
32703,1288.0,23.0,1,1000,,
32704,1288.0,25.0,1,1000,,
32705,1288.0,27.0,1,1000,,
32706,1288.0,7596.0,1,1000,,
32707,1288.0,12337.0,1,1000,,
32708,1288.0,12338.0,1,1000,,
32709,1288.0,12339.0,1,1000,,
32710,1288.0,199.0,1,1000,,
32711,1288.0,93.0,1,1000,,
32712,1288.0,94.0,1,1000,,
32713,1288.0,483.0,1,1000,,
32714,1288.0,356.0,1,1000,,
32715,1288.0,767.0,1,1000,,
32716,1289.0,7.0,1,1000,,
32717,1289.0,44.0,1,1000,,
32718,1289.0,142.0,1,1000,,
32719,1289.0,302.0,1,1000,,
32720,1289.0,48.0,1,1000,,
32721,1289.0,14.0,1,1000,,
32722,1289.0,12340.0,1,1000,,
32723,1289.0,1943.0,1,1000,,
32724,1289.0,25.0,1,1000,,
32725,1289.0,27.0,1,1000,,
32726,1289.0,94.0,1,1000,,
32727,1289.0,767.0,1,1000,,
32728,1290.0,2.0,1,1000,,
32729,1290.0,7.0,1,1000,,
32730,1290.0,1035.0,1,1000,,
32731,1290.0,780.0,1,1000,,
32732,1290.0,787.0,1,1000,,
32733,1290.0,1048.0,1,1000,,
32734,1290.0,25.0,1,1000,,
32735,1290.0,157.0,1,1000,,
32736,1290.0,44.0,1,1000,,
32737,1290.0,52.0,1,1000,,
32738,1290.0,436.0,1,1000,,
32739,1290.0,12341.0,1,1000,,
32740,1290.0,12342.0,1,1000,,
32741,1290.0,12344.0,1,1000,,
32742,1290.0,12343.0,1,1000,,
32743,1290.0,12346.0,1,1000,,
32744,1290.0,12347.0,1,1000,,
32745,1290.0,12348.0,1,1000,,
32746,1290.0,12345.0,1,1000,,
32747,1290.0,12349.0,1,1000,,
32748,1290.0,12350.0,1,1000,,
32749,1290.0,12351.0,1,1000,,
32750,1290.0,582.0,1,1000,,
32751,1290.0,198.0,1,1000,,
32752,1290.0,202.0,1,1000,,
32753,1290.0,209.0,1,1000,,
32754,1290.0,11482.0,1,1000,,
32755,1291.0,97.0,1,1000,,
32756,1291.0,99.0,1,1000,,
32757,1291.0,164.0,1,1000,,
32758,1291.0,158.0,1,1000,,
32759,1291.0,91.0,1,1000,,
32760,1291.0,441.0,1,1000,,
32761,1291.0,172.0,1,1000,,
32762,1291.0,155.0,1,1000,,
32763,1291.0,14.0,1,1000,,
32764,1291.0,432.0,1,1000,,
32765,1291.0,48.0,1,1000,,
32766,1291.0,2226.0,1,1000,,
32767,1291.0,89.0,1,1000,,
32768,1291.0,27.0,1,1000,,
32769,1291.0,25.0,1,1000,,
32770,1292.0,8716.0,1,1000,,
32771,1292.0,1579.0,1,1000,,
32772,1292.0,1580.0,1,1000,,
32773,1292.0,11963.0,1,1000,,
32774,1292.0,12352.0,1,1000,,
32775,1292.0,12353.0,1,1000,,
32776,1292.0,12354.0,1,1000,,
32777,1292.0,12355.0,1,1000,,
32778,1292.0,12356.0,1,1000,,
32779,1292.0,12357.0,1,1000,,
32780,1292.0,12358.0,1,1000,,
32781,1292.0,12359.0,1,1000,,
32782,1292.0,12360.0,1,1000,,
32783,1292.0,12361.0,1,1000,,
32784,1292.0,12362.0,1,1000,,
32785,1292.0,12363.0,1,1000,,
32786,1292.0,12364.0,1,1000,,
32787,1292.0,12365.0,1,1000,,
32788,1292.0,7886.0,1,1000,,
32789,1292.0,12366.0,1,1000,,
32790,1292.0,12367.0,1,1000,,
32791,1292.0,12368.0,1,1000,,
32792,1292.0,11106.0,1,1000,,
32793,1292.0,11111.0,1,1000,,
32794,1293.0,3.0,1,1000,,
32795,1293.0,483.0,1,1000,,
32796,1293.0,1509.0,1,1000,,
32797,1293.0,264.0,1,1000,,
32798,1293.0,172.0,1,1000,,
32799,1293.0,14.0,1,1000,,
32800,1293.0,48.0,1,1000,,
